iter	RMSE
800	10.96396546
801	10.9456466
802	10.94225952
803	10.93885563
804	10.93573087
805	10.93259809
806	10.92927623
807	10.92618556
808	10.9147875
809	10.90968495
810	10.90659165
811	10.90308532
812	10.89980684
813	10.89533028
814	10.88031942
815	10.87691348
816	10.87364717
817	10.86218475
818	10.85913021
819	10.85588401
820	10.85250743
821	10.84928385
822	10.84218558
823	10.83886713
824	10.83582884
825	10.81430729
826	10.79254678
827	10.78929407
828	10.78559792
829	10.77964403
830	10.77666457
831	10.76216324
832	10.75896989
833	10.7394792
834	10.73624368
835	10.72739221
836	10.70848359
837	10.70527873
838	10.69001405
839	10.68683483
840	10.67081787
841	10.66765941
842	10.66451806
843	10.65101749
844	10.64788667
845	10.6375565
846	10.63444809
847	10.63133024
848	10.61800242
849	10.60287621
850	10.59976732
851	10.59275317
852	10.58967034
853	10.57614972
854	10.57306667
855	10.57022712
856	10.56618445
857	10.56194956
858	10.559126
859	10.53631687
860	10.53329626
861	10.53031785
862	10.52733279
863	10.52431476
864	10.52159977
865	10.51682837
866	10.51318086
867	10.51025725
868	10.49326986
869	10.49034277
870	10.48757034
871	10.48460129
872	10.4730044
873	10.4702674
874	10.45261214
875	10.44964346
876	10.44670067
877	10.44012207
878	10.41672093
879	10.41376269
880	10.39449166
881	10.37926882
882	10.37651257
883	10.37366049
884	10.36935987
885	10.3666394
886	10.36260699
887	10.35971612
888	10.34697255
889	10.34326603
890	10.34035062
891	10.33756382
892	10.33467315
893	10.33179137
894	10.32113324
895	10.31276324
896	10.2879586
897	10.28516676
898	10.28232368
899	10.27980332
900	10.27694481
901	10.25624455
902	10.25344022
903	10.24282167
904	10.24009736
905	10.22023127
906	10.20964462
907	10.20347625
908	10.19477491
909	10.19191247
910	10.18831438
911	10.1854722
912	10.18265067
913	10.17989355
914	10.16282044
915	10.14547464
916	10.14265421
917	10.13965602
918	10.13698456
919	10.13418998
920	10.13142294
921	10.12259641
922	10.1139835
923	10.11135935
924	10.10861131
925	10.09434064
926	10.07992849
927	10.07740122
928	10.06391793
929	10.06123146
930	10.05753331
931	10.05486337
932	10.0521019
933	10.04934446
934	10.04660161
935	10.0439127
936	10.04137021
937	10.03867999
938	10.03599775
939	10.03328859
940	10.03062094
941	10.02268033
942	10.0202214
943	10.01764187
944	10.01499219
945	10.01235044
946	10.00971379
947	10.00705167
948	10.00441196
949	10.00176244
950	9.994617068
951	9.992072941
952	9.989436513
953	9.979117667
954	9.975266509
955	9.972746887
956	9.970145899
957	9.967844723
958	9.965253548
959	9.963296641
960	9.96071764
961	9.955657104
962	9.946174356
963	9.943566846
964	9.935369025
965	9.919837056
966	9.917264752
967	9.9011224
968	9.898610754
969	9.893684152
970	9.891068444
971	9.88005563
972	9.877482444
973	9.875123622
974	9.87283436
975	9.850046537
976	9.8475797
977	9.845162011
978	9.842625661
979	9.825594521
980	9.822369848
981	9.812685691
982	9.810152201
983	9.807765788
984	9.805516018
985	9.803298218
986	9.798607817
987	9.796245798
988	9.793743066
989	9.786941793
990	9.784455768
991	9.772423791
992	9.770099966
993	9.753604589
994	9.739023369
995	9.731622161
996	9.713701646
997	9.711276892
998	9.698942943
999	9.696560685
