Index,Price (in lakhs),City,Floor (Ratio),Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,BHK,Location,Final Carpet Area (in sqft),CurrentFloor,Transaction,Garden/Park,Main Road,Not Available,Pool,Group
92,40.0,pune,0.1111111111111111,1,-1,2,0,-1,-1,2.0,Sky Water Wagholi,776.0,1.0,1,0,0,0,0,2000-2499
93,38.0,pune,0.6666666666666666,1,-1,1,0,-1,-1,2.0,Sky Water Wagholi,614.4000000000001,8.0,0,0,0,0,0,2000-2499
94,38.0,pune,0.1666666666666667,2,-1,1,0,-1,-1,1.0,Dhayari,460.8,1.0,0,0,0,0,0,2000-2499
95,29.0,pune,1.0,0,90,2,1,0,0,1.0,Vivanta Primera Undri,465.0,4.0,0,0,1,0,0,2000-2499
96,44.0,pune,1.0,0,-1,2,2,-1,-1,2.0,Sai Dwarka Wagholi,599.0,8.0,0,0,0,0,0,2000-2499
97,,pune,,2,-1,2,0,-1,-1,2.0,shriniwas westside county Defence Area,6593.6,,0,0,0,0,0,2000-2499
98,31.0,pune,0.25,0,-1,1,1,-1,0,1.0,Vadgaon BK,500.0,1.0,0,0,0,0,0,2000-2499
99,75.0,pune,1.0,1,-1,2,2,-1,0,2.0,Dattawadi,1000.0,4.0,0,1,0,0,0,2000-2499
100,52.0,pune,0.3846153846153846,0,90,2,2,1,0,2.0,"41 Evoke Ravet, Pimpri Chinchwad",614.0,5.0,1,1,0,0,0,2000-2499
101,30.0,pune,0.3333333333333333,1,90,1,0,-1,0,1.0,Radhika Park Somnath Nagar Wadgaon Sheri,380.0,2.0,0,0,1,0,0,2000-2499
102,400.0,pune,0.0,1,0,5,2,-1,0,4.0,Marvel Sangria NIBM Road,5200.0,0.0,0,1,0,0,1,2000-2499
103,40.0,pune,0.25,1,-1,2,2,-1,-1,2.0,Alandi Road,548.0,2.0,0,0,0,0,0,2000-2499
104,86.5,pune,0.4545454545454545,0,90,2,2,-1,0,2.0,Ellanza Sinhgad Road,757.0,5.0,1,1,1,0,1,2000-2499
105,180.0,pune,,0,90,3,1,1,1,3.0,"Paranjape La Cresta Sopan Baug Society, Ghorpadi",1200.0,,0,1,1,0,0,2000-2499
106,135.0,pune,0.5,0,90,3,2,-1,0,3.0,Venkateshwara Mirabel Baner,1150.0,6.0,0,1,0,0,0,2000-2499
107,30.0,pune,,0,-1,1,2,1,-1,1.0,Dighi,431.2,,0,0,0,0,0,2000-2499
108,270.0,pune,0.4761904761904762,1,270,5,3,1,1,4.0,Kasturi Epitome Wakad,1950.0,10.0,0,1,1,0,1,2000-2499
109,68.0,pune,0.09090909090909091,1,90,2,3,1,0,2.0,"Krishna Smruti Garden Punawale, Pimpri Chinchwad",831.0,1.0,1,1,1,0,0,2000-2499
110,410.0,pune,0.25,0,90,4,2,1,1,4.0,One North Magarpatta,2850.0,5.0,0,1,1,0,1,2000-2499
111,77.0,pune,0.08695652173913043,1,90,2,1,-1,-1,2.0,Goel Ganga Legend A4 And B1 Bavdhan,666.0,2.0,0,1,1,0,1,2000-2499
112,18.0,pune,0.25,0,-1,1,0,-1,-1,1.0,Playtor Rajangaon Ranjangaon,308.0,1.0,0,0,0,0,0,2000-2499
113,135.0,pune,0.65625,0,-1,2,3,-1,-1,2.0,Amanora Park Town,950.0,21.0,0,0,0,0,0,2000-2499
114,80.0,pune,1.0,0,90,2,3,-1,0,2.0,Elina Living Phase 2 NIBM Annexe Area,855.0,21.0,1,1,1,0,1,2000-2499
115,,pune,,-1,90,0,0,-1,0,,Tara Srishti Mundhwa,0.0,,0,1,0,0,0,2000-2499
116,85.9,pune,0.8181818181818182,0,90,2,2,-1,0,2.0,Ellanza Sinhgad Road,757.0,9.0,1,1,1,0,0,2000-2499
117,65.0,pune,0.2,0,-1,1,0,-1,0,2.0,city tower basera Pune,649.6,1.0,0,0,1,0,0,2000-2499
118,35.0,pune,0.6,0,-1,2,2,-1,-1,1.0,Seven Seas Forest View Mohammed Wadi,475.0,3.0,0,0,0,0,0,2000-2499
119,100.0,pune,0.3333333333333333,0,270,3,2,0,1,3.0,"Venkatesh Flora Phase II Koregaon Park Annexe, Mundhwa",1555.0,4.0,0,0,1,0,0,2000-2499
120,155.0,pune,0.4285714285714285,1,90,3,2,-1,0,3.0,Pristine Prism Aundh,1240.0,6.0,0,1,0,0,0,2000-2499
121,140.0,pune,0.5833333333333334,0,90,2,2,1,1,2.0,"Forest County EON Free Zone, Kharadi",950.0,7.0,0,0,1,0,0,2000-2499
122,50.0,pune,0.5,0,90,2,1,1,0,2.0,Neeti Heritage Nande,634.0,2.0,0,1,1,0,0,2000-2499
123,27.6,pune,0.8333333333333334,0,-1,1,0,-1,-1,1.0,Devi Indrayani Talwade,520.0,10.0,0,0,0,0,0,2000-2499
124,70.0,pune,0.5,1,90,2,1,-1,0,2.0,"Chinchwad, Pimpri Chinchwad",900.0,1.0,0,0,1,0,0,2000-2499
125,98.0,pune,0.5555555555555556,1,90,2,2,1,1,2.0,Brahma Suncity Wadgaon Sheri,950.0,5.0,0,1,0,0,0,2000-2499
126,450.0,pune,0.7777777777777778,0,90,5,3,1,0,4.0,Clover Park Royale Koregaon Park,2560.0,7.0,0,0,0,0,1,2000-2499
127,350.0,pune,0.5555555555555556,0,90,4,3,1,1,4.0,Ven Swarnavilas Pashan,2400.0,5.0,0,1,1,0,1,2000-2499
128,55.0,pune,0.9090909090909091,1,90,2,1,-1,0,2.0,Kul Utsav Kondhwa,599.0,10.0,1,1,1,0,0,2000-2499
129,36.0,pune,0.25,0,-1,1,0,-1,-1,1.0,Dhanori,448.0,1.0,0,0,0,0,0,2000-2499
130,65.0,pune,0.4285714285714285,0,90,2,1,-1,-1,2.0,Verve Apartment Wakad,655.0,3.0,0,1,0,0,1,2000-2499
131,101.0,pune,0.1428571428571428,1,90,2,2,0,0,3.0,"GK Roseland Residency Pimple Saudagar, Pimpri Chinchwad",1050.0,1.0,0,1,0,0,0,2000-2499
132,99.0,pune,0.125,0,90,2,1,1,3,2.0,Adreno Towers Amanora Park Town,1000.0,4.0,0,1,1,0,0,2000-2499
133,87.0,pune,0.4545454545454545,0,90,2,2,-1,0,2.0,Ellanza Sinhgad Road,757.0,5.0,1,1,1,0,1,2000-2499
134,63.0,pune,0.4166666666666667,0,-1,2,0,-1,-1,2.0,Vrindavan Heights Hadapsar,796.0,5.0,0,0,0,0,0,2000-2499
135,55.0,pune,0.5,0,-1,2,1,0,-1,2.0,Dhayari,800.0,2.0,0,0,0,0,0,2000-2499
136,58.0,pune,1.0,0,-1,1,2,-1,-1,1.0,Aarambha Flat Wadgaon Sheri,450.0,4.0,0,0,0,0,0,2000-2499
137,65.0,pune,0.5,0,-1,2,0,-1,-1,2.0,Hadapsar,900.0,6.0,0,0,0,0,0,2000-2499
138,65.0,pune,0.5454545454545454,1,-1,2,0,-1,-1,2.0,NIBM Annexe Area,1064.0,6.0,0,0,0,0,0,2000-2499
139,66.0,pune,0.1111111111111111,0,-1,2,0,-1,-1,2.0,NIBM Annexe Area,1064.0,1.0,0,0,0,0,0,2000-2499
140,215.0,pune,0.4166666666666667,1,90,3,2,1,0,3.0,"Kolte Patil 24K Glitterati Vishal Nagar, Pimpri Chinchwad",1690.0,5.0,0,0,1,0,1,2000-2499
141,900.0,pune,0.7272727272727273,1,90,5,1,1,0,4.0,Panchshil The Address Boat Club Road,3680.0,8.0,0,1,0,0,1,2000-2499
142,90.0,pune,0.6,0,90,3,2,1,1,3.0,Pride Aashiyana Dhanori,1050.0,6.0,0,1,0,0,0,2000-2499
143,50.0,pune,0.6428571428571429,1,90,2,1,1,0,2.0,Rama Fusion Towers Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,656.0,9.0,1,1,1,0,1,2000-2499
144,68.0,pune,0.25,1,-1,2,0,-1,-1,2.0,"Revu Estate Kasarwadi, Pimpri Chinchwad",840.0,2.0,0,0,0,0,0,2000-2499
145,52.0,pune,0.2727272727272727,0,90,1,1,1,0,2.0,"DNV Arcelia Ravet, Pimpri Chinchwad",720.0,3.0,1,0,1,0,0,2000-2499
146,26.0,pune,0.8,0,90,1,0,-1,1,1.0,Vishwasrushti CHS ,408.0,4.0,0,0,0,0,0,2000-2499
147,147.0,pune,0.8181818181818182,1,90,3,2,1,1,3.0,Kolte-Patil Cheryl Kharadi,1215.0,9.0,0,1,1,0,0,2000-2499
148,160.0,pune,0.875,2,45,3,3,-1,1,3.0,Rawat Madhuli Sinhgad Road,1300.0,7.0,0,1,0,0,0,2000-2499
149,95.0,pune,1.0,0,-1,2,1,-1,0,2.0,High Class Residency Bavdhan,864.0,6.0,0,1,1,0,0,2000-2499
150,110.0,pune,0.4285714285714285,1,90,3,1,1,0,3.0,"Satyam Greenfields Pimpri Gaon, Pimpri Chinchwad",1059.0,3.0,0,1,0,0,1,2000-2499
151,20.5,pune,0.75,0,90,1,0,-1,1,,Sai Pritam Nagari Rahatani,292.0,3.0,0,0,1,0,0,2000-2499
152,28.0,pune,0.7777777777777778,0,90,1,2,-1,1,2.0,Chakan,602.4,7.0,0,1,0,0,0,2000-2499
153,52.0,pune,0.8571428571428571,0,45,2,2,1,0,2.0,Charholi BK,921.6,6.0,0,1,1,0,1,2000-2499
154,46.5,pune,0.75,0,-1,2,0,-1,-1,2.0,Aditya Residency Wagholi Wagholi,720.0,3.0,0,0,0,0,0,2000-2499
155,60.0,pune,0.1,0,180,2,2,-1,0,2.0,Vela Enclave Kutwal Colony,790.0,1.0,0,1,0,0,0,2000-2499
156,93.0,pune,0.5333333333333333,0,90,2,2,1,0,2.0,Ved Vihar Phase 3 Kothrud,715.0,8.0,1,1,0,0,0,2000-2499
157,110.0,pune,0.0,0,270,4,1,-1,0,4.0,Ganesh Mala,1760.0,0.0,0,1,1,0,0,2000-2499
158,22.0,pune,0.5,0,-1,1,1,-1,-1,1.0,Saikrupa Bhongade Park Phase V Talegaon Dabhade,500.0,2.0,0,0,0,0,0,2000-2499
159,36.0,pune,0.2,1,-1,1,0,-1,-1,1.0,Green caunty nhare Pune,530.0,1.0,2,0,0,0,0,2000-2499
160,55.0,pune,0.5,0,45,2,2,-1,0,2.0,Godrej Prana Undri,854.0,7.0,0,1,0,0,0,2000-2499
161,121.0,pune,0.25,0,90,3,1,1,3,3.0,Marvel Fria Wagholi,1500.0,3.0,0,1,0,0,1,2000-2499
162,165.0,pune,0.3333333333333333,0,-1,3,1,1,0,3.0,"Marvel Citrine Rakshak Nagar, Kharadi",1700.0,4.0,0,1,0,0,0,2000-2499
163,17.0,pune,0.5555555555555556,1,-1,1,0,-1,-1,1.0,Silver Treasure Talegaon Dabhade,333.6,5.0,0,0,0,0,0,2000-2499
164,140.0,pune,0.4,1,90,3,3,-1,1,3.0,F Residences New Kalyani Nagar,1300.0,8.0,0,1,1,0,1,2000-2499
165,80.0,pune,0.9166666666666666,2,90,2,0,0,0,2.0,"1 Hallmark Avenue Ravet, Pimpri Chinchwad",888.0,11.0,0,0,1,0,0,2000-2499
166,125.0,pune,1.0,0,0,1,2,0,0,2.0,Senapati Bapat Road,900.0,3.0,0,0,0,0,0,2000-2499
167,55.0,pune,1.0,1,90,2,2,1,0,2.0,Kiran shubhamkaroti Sus,750.0,8.0,0,0,1,0,0,2000-2499
168,55.0,pune,0.75,0,-1,2,2,-1,-1,2.0,"Sun Exotica Yewalewadi, Katraj",872.0,9.0,0,0,0,0,0,2000-2499
169,55.0,pune,0.4545454545454545,0,90,2,2,1,1,2.0,Eternal Exotica NIBM Annexe Area,800.0,5.0,0,0,1,0,0,2000-2499
170,170.0,pune,0.25,2,90,3,3,-1,0,3.0,Rohan Leher II Baner,1280.0,1.0,0,1,1,0,1,2000-2499
171,110.0,pune,0.2857142857142857,0,-1,2,1,-1,-1,2.0,"Bhavani Peth, Kasba Peth",880.0,2.0,0,0,0,0,0,2000-2499
172,32.0,pune,0.4,1,-1,1,2,-1,-1,1.0,Narhe,500.0,2.0,0,0,0,0,0,2000-2499
173,33.0,pune,0.3076923076923077,0,90,1,1,0,0,1.0,Majestique Rhythm County Handewadi,340.0,4.0,0,1,1,0,1,2000-2499
174,55.5,pune,0.3636363636363636,0,90,2,2,1,0,2.0,Kolte Patil Life Republic Hinjawadi,800.0,8.0,0,1,1,0,1,2000-2499
175,310.0,pune,0.7142857142857143,-1,-1,5,0,-1,-1,4.0,Aundh Road,2568.8,10.0,0,0,0,0,0,2000-2499
176,135.0,pune,0.4285714285714285,1,90,2,2,1,0,2.0,"Rambaug Colony, Kothrud",735.0,3.0,0,0,1,0,0,2000-2499
177,80.0,pune,0.8333333333333334,0,-1,2,2,-1,0,2.0,Raviraj Colorado Pune,800.0,5.0,0,0,0,0,0,2000-2499
178,55.0,pune,0.5,0,45,2,2,-1,0,2.0,VTP Urban Nest Phase 1 Undri,675.0,7.0,0,1,0,0,0,2000-2499
179,34.0,pune,1.0,0,270,1,1,-1,0,1.0,"Siddheshwar Nagar, Tingre Nagar",550.0,3.0,0,0,1,0,0,2000-2499
180,50.0,pune,0.8571428571428571,0,90,2,1,1,0,2.0,Neco Hillscape Kondhwa,825.0,6.0,0,1,1,0,0,2000-2499
181,38.0,pune,0.9,0,90,1,2,-1,1,1.0,"Wateridge Bellagio, Undri",400.0,9.0,0,1,0,0,0,2000-2499
182,30.0,pune,0.6666666666666666,1,-1,1,0,-1,-1,1.0,Green Palms Hinjawadi,460.8,4.0,0,0,0,0,0,2000-2499
183,55.0,pune,0.6666666666666666,1,-1,2,1,-1,-1,2.0,Splendor Homes Tingre Nagar,520.0,2.0,0,0,0,0,0,2000-2499
184,114.0,pune,1.0,1,90,3,3,-1,1,4.0,Miami Apartment Sinhgad Road,1340.0,12.0,0,1,1,0,1,2000-2499
185,58.0,pune,1.0,1,90,2,1,0,0,2.0,Hingne Khurd,750.0,6.0,0,0,1,0,0,2000-2499
186,22.0,pune,0.4,0,-1,1,1,-1,1,1.0,Shree Samarth Heights Narhe,606.0,2.0,0,0,0,0,0,2000-2499
187,800.0,pune,0.0,1,90,6,2,1,0,4.0,Sky Belvedere Viman Nagar,4400.0,0.0,0,1,0,0,0,2000-2499
