Index,Price (in lakhs),City,Floor (Ratio),Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,BHK,Location,Final Carpet Area (in sqft),CurrentFloor,Transaction,Garden/Park,Main Road,Not Available,Pool,Group
0,35.0,indore,1.0,2,-1,2,0,-1,0,2.0,Shubham Residency Rajendra Nagar Colony,810.0,6.0,0,1,0,0,0,100-199
1,25.0,indore,0.25,1,-1,1,0,-1,-1,1.0,Chanakya complex malwa mil Indore,360.0,1.0,0,0,0,0,0,100-199
2,165.0,indore,0.4,2,90,4,3,1,0,4.0,Saket Nagar,1900.0,2.0,0,1,1,0,0,100-199
3,,indore,0.3333333333333333,0,-1,0,0,-1,-1,,Omaxe City Indore,240.0,1.0,0,0,0,0,0,100-199
4,55.0,indore,0.4,0,-1,2,2,-1,0,2.0,Manglam Heights Vallabh Nagar,900.0,4.0,0,0,0,0,0,100-199
5,85.0,indore,0.0,1,90,3,3,1,0,3.0,Silver Springs Indore Bypass Road,2071.0,0.0,0,1,1,0,0,100-199
6,23.1,indore,0.3333333333333333,0,90,1,1,1,0,1.0,Shiv Vatika Brij Residency MR 11,431.0,2.0,1,1,0,0,0,100-199
7,37.0,indore,0.6666666666666666,1,90,2,1,-1,0,2.0,Shalimar Swayam MR 10,985.0,4.0,0,0,0,0,0,100-199
8,25.0,indore,0.75,1,315,2,2,-1,0,2.0,Indore Bypass Road,750.0,3.0,0,0,0,0,0,100-199
9,18.0,indore,0.5,0,90,1,1,1,0,1.0,Super Corridor,400.0,3.0,1,1,1,0,1,100-199
10,70.0,indore,0.25,2,-1,2,1,1,-1,2.0,Khatiwala Tank,717.0,1.0,0,0,0,0,0,100-199
11,50.0,indore,0.75,2,-1,2,1,-1,-1,2.0,Regency Palace Anoop Nagar,800.0,3.0,0,0,0,0,0,100-199
12,,indore,0.5,1,-1,2,1,-1,-1,2.0,gulmohar vatika-1 scheme no 114 part-1 Indore,850.0,2.0,0,0,0,0,0,100-199
13,21.0,indore,0.6666666666666666,1,90,1,1,1,0,1.0,Divya Vihar Ujjain Road Pologround Industrial Estate,500.0,4.0,0,1,1,0,1,100-199
14,70.0,indore,0.3333333333333333,0,180,2,3,-1,0,2.0,Apollo DB City,890.0,5.0,0,0,1,0,0,100-199
15,270.0,indore,0.8571428571428571,0,180,5,4,1,0,5.0,Apollo DB City Apollo DB City,3573.0,12.0,0,0,1,0,0,100-199
16,55.0,indore,0.1666666666666667,1,270,3,1,1,0,3.0,Limbodi,1250.0,1.0,0,1,1,0,0,100-199
17,360.0,indore,0.4,0,90,6,5,1,0,5.0,Bicholi Mardana,4100.0,4.0,1,1,1,0,0,100-199
18,100.0,indore,0.5,1,-1,2,2,-1,-1,3.0,Scheme no 78 Vijaynagar Indore Vijay Nagar,831.0,3.0,0,0,0,0,0,100-199
19,13.0,indore,0.5,0,90,2,1,-1,0,1.0,Sarthak Singapore Nest AB Road,550.0,3.0,0,1,0,0,1,100-199
20,22.3,indore,0.5,0,90,1,1,1,0,1.0,Shiv Vatika Brij Residency MR 11,481.6,3.0,1,1,1,0,0,100-199
21,,indore,0.5,1,-1,3,0,-1,-1,3.0,Bijalpur,1406.4,3.0,0,0,0,0,0,100-199
22,,indore,0.75,2,-1,2,1,-1,-1,2.0,Sapna Sangeeta Road,604.0,3.0,0,0,0,0,0,100-199
23,29.0,indore,0.3,0,-1,2,1,-1,-1,3.0,Kalindi Mid Town Indore Bypass Road,1051.0,3.0,0,0,0,0,0,100-199
24,35.0,indore,0.5,0,-1,2,2,1,-1,2.0,Palsikar Colony,880.0,1.0,0,0,0,0,0,100-199
25,70.0,indore,1.0,2,180,3,2,1,0,3.0,Ahinsa Tower Shikrapur,1200.0,6.0,0,0,1,0,0,100-199
26,57.0,indore,0.8571428571428571,0,90,3,1,1,0,3.0,Empire Victoria Park Bicholi Mardana,1555.2,6.0,0,1,0,0,0,100-199
27,14.0,indore,0.4,1,270,1,1,0,0,1.0,Limbodi,492.0,2.0,0,1,1,0,0,100-199
28,186.0,indore,0.5555555555555556,0,-1,3,1,-1,0,4.0,Dilpasand Green Schmene No 140,2129.6,5.0,0,1,0,0,0,100-199
29,25.0,indore,0.4,1,270,2,1,1,0,2.0,Limbodi,840.0,2.0,0,1,1,0,0,100-199
30,37.0,indore,0.2,1,270,3,1,1,0,3.0,Limbodi,1028.0,1.0,0,1,1,0,0,100-199
31,18.0,indore,0.0,0,90,1,1,-1,0,2.0,Kalindi Gold City Super Corridor,600.0,0.0,0,1,1,0,0,100-199
32,55.0,indore,0.25,1,90,3,2,1,0,2.0,Scheme No -103,1125.0,1.0,0,0,1,0,0,100-199
33,,indore,1.0,1,-1,2,0,-1,-1,2.0,Royal Greens Vijay Nagar,980.0,6.0,0,0,0,0,0,100-199
34,30.0,indore,0.6666666666666666,1,90,2,1,1,0,2.0,Kanadia Road Savindnagar,640.0,2.0,0,0,1,0,0,100-199
35,190.0,indore,0.5555555555555556,1,-1,3,2,1,0,4.0,Dilpasand Green Schmene No 140,2129.6,5.0,0,1,0,0,0,100-199
36,,indore,,1,-1,2,2,-1,-1,2.0,gurusmpada nepaniya Indore,750.0,,0,0,0,0,0,100-199
37,,indore,0.25,2,-1,1,1,-1,-1,1.0,Scheme No -114,528.0,1.0,1,0,0,0,0,100-199
38,28.0,indore,0.1666666666666667,1,90,2,2,-1,0,2.0,Shreeji Heights Bicholi Mardana,688.0,1.0,0,0,1,0,0,100-199
39,31.0,indore,0.1666666666666667,0,90,2,2,-1,-1,3.0,Dream City Talawali Chanda,1070.4,1.0,1,0,1,0,0,100-199
40,53.0,indore,0.5,0,0,2,4,-1,0,2.0,Dhanwantri Nagar,882.0,1.0,0,0,0,0,0,100-199
41,,indore,1.0,1,-1,2,0,-1,-1,3.0,Gomatgiri Indore,960.0,4.0,0,0,0,0,0,100-199
42,120.0,indore,0.3,1,270,3,1,-1,0,3.0,Shalimar Township,1440.0,3.0,0,0,1,0,0,100-199
43,319.0,indore,0.875,0,-1,4,4,1,0,4.0,The Residence Bicholi Mardana,4126.400000000001,7.0,0,0,0,0,0,100-199
44,30.0,indore,0.7142857142857143,0,-1,2,0,-1,-1,2.0,"Sapna Sangeeta Road, Indore Indore",680.0,5.0,0,0,0,0,0,100-199
45,343.0,indore,0.875,0,-1,4,1,1,0,4.0,The Residence Bicholi Mardana,4434.400000000001,7.0,0,0,0,0,0,100-199
46,429.0,indore,0.875,0,-1,5,5,1,0,5.0,The Residence Bicholi Mardana,5544.8,7.0,0,0,0,0,0,100-199
47,494.0000000000001,indore,0.875,0,-1,6,5,1,0,6.0,The Residence Bicholi Mardana,6376.0,7.0,0,0,1,0,0,100-199
48,75.2,indore,0.4444444444444444,0,90,2,2,1,0,2.0,Bicholi Mardana,934.0,4.0,1,1,0,0,0,100-199
49,52.0,indore,0.3571428571428572,0,-1,2,0,-1,-1,2.0,BCM Paradise Nipania,1096.0,5.0,0,0,0,0,0,100-199
50,52.0,indore,0.3571428571428572,0,-1,2,0,-1,-1,2.0,BCM Paradise Nipania,1096.0,5.0,0,0,0,0,0,100-199
51,,indore,0.5,0,-1,2,1,-1,-1,3.0,Sunil Nilgiri Apartment Kalindi Mectown,1000.0,3.0,0,0,0,0,0,100-199
52,25.0,indore,0.3333333333333333,1,-1,2,0,-1,-1,2.0,Sarthak Singapore Green View Row Houses Talawali Chanda,712.0,2.0,0,0,0,0,0,100-199
53,,indore,1.0,0,-1,2,2,-1,-1,2.0,Satyamitra Rajlaxmi Nature Rau Pithampur Road,724.0,6.0,0,0,0,0,0,100-199
54,19.0,indore,1.0,0,-1,2,2,-1,-1,2.0,Indus Satellite Greens AB Road,800.0,2.0,0,1,0,0,0,100-199
55,55.0,indore,0.875,0,-1,2,1,1,0,3.0,Shikharji Dreamz Arandia,1060.0,7.0,1,0,1,0,0,100-199
56,179.0,indore,0.5,0,-1,4,4,1,0,4.0,The Residence Bicholi Mardana,2320.0,4.0,0,0,0,0,0,100-199
57,,indore,0.6666666666666666,0,-1,2,2,1,0,2.0,Royal Greens Niranjanpur,916.0,4.0,0,0,1,0,0,100-199
58,38.0,indore,1.0,0,90,2,2,1,0,2.0,ASHIRWAD VILLAS Nipania,900.0,4.0,0,1,1,0,0,100-199
59,,indore,0.6,0,-1,4,4,1,0,4.0,Grande Exotica Bicholi Mardana,2752.8,6.0,0,0,1,0,0,100-199
60,100.0,indore,0.1428571428571428,0,-1,3,5,-1,-1,3.0,Telephone Nagar,1584.0,1.0,0,1,0,0,0,100-199
61,36.0,indore,0.6666666666666666,0,-1,2,2,-1,-1,2.0,Golden Palms Vijay Nagar,1100.0,4.0,0,0,0,0,0,100-199
62,17.0,indore,0.25,1,-1,1,0,-1,-1,1.0,AB Bypass Road Indore,368.8,1.0,0,0,0,0,0,100-199
63,82.0,indore,1.0,2,270,3,2,-1,0,3.0,Lokmanya Nagar,1135.0,2.0,0,0,1,0,0,100-199
64,25.0,indore,0.5,1,90,1,1,-1,0,1.0,Golden Palms Vijay Nagar,341.0,3.0,0,1,1,0,0,100-199
65,22.0,indore,0.5,0,-1,2,1,0,-1,2.0,AB Road,748.0,1.0,0,0,0,0,0,100-199
66,48.0,indore,0.3333333333333333,0,-1,2,0,-1,-1,2.0,BCM Paradise Nipania,1096.0,5.0,0,0,0,0,0,100-199
67,,indore,0.6666666666666666,0,-1,3,3,1,0,3.0,Royal Greens Niranjanpur,1480.0,4.0,0,0,1,0,0,100-199
68,20.0,indore,0.6666666666666666,-1,-1,2,0,-1,-1,3.0,Dudhia,944.0,4.0,0,0,0,0,0,100-199
69,30.0,indore,0.2,1,-1,2,2,-1,-1,2.0,Shriji Valley Bicholi Mardana,856.0,1.0,0,0,0,0,0,100-199
70,70.0,indore,0.5,-1,-1,2,0,-1,-1,3.0,Sahakar Nagar,1080.8,2.0,0,0,0,0,0,100-199
71,66.0,indore,0.7272727272727273,1,-1,2,1,-1,0,2.0,Silver Lake Vista Khandwa Road,964.8000000000001,8.0,0,0,1,0,0,100-199
72,15.0,indore,,-1,-1,0,0,-1,-1,1.0,Dream City Talawali Chanda,460.0,,0,0,0,0,0,100-199
73,15.0,indore,0.08333333333333333,-1,-1,1,0,-1,-1,1.0,Pragati Nagar,324.0,1.0,0,0,0,0,0,100-199
74,75.0,indore,0.5714285714285714,2,-1,5,3,1,0,5.0,Navneet Tower Old Palasiya,1950.0,4.0,0,0,0,0,0,100-199
75,235.0,indore,0.3571428571428572,1,90,4,5,-1,0,4.0,Skye Luxuria Nipania,2200.0,5.0,0,1,0,0,1,100-199
76,,indore,0.5,1,90,2,1,-1,-1,2.0,Silicon City,778.0,2.0,0,0,0,0,0,100-199
77,200.0,indore,0.9333333333333333,0,90,4,4,-1,0,4.0,BCM Park Piplya Kumar,2482.4,14.0,1,1,1,0,1,100-199
78,,indore,1.0,-1,-1,6,0,-1,-1,1.0,Green Park Colony,1200.0,2.0,0,0,0,0,0,100-199
79,35.0,indore,0.3333333333333333,1,-1,2,1,-1,-1,2.0,Sanghavi Residency Bicholi Mardana,800.0,2.0,1,0,0,0,0,100-199
80,50.0,indore,0.8,0,-1,2,0,-1,-1,2.0,Narayan Bagh,800.0,4.0,0,0,0,0,0,100-199
81,45.0,indore,0.8,2,-1,2,0,-1,-1,3.0,Sahara City Home Villa Bicholi Mardana,0.0,8.0,0,0,0,0,0,100-199
82,30.0,indore,0.6666666666666666,1,90,3,3,-1,0,3.0,Bicholi Mardana,1250.0,4.0,0,0,1,0,0,100-199
83,70.0,indore,,0,-1,2,0,1,-1,3.0,DB Pride Talawali Chanda,1152.8,,1,0,0,0,0,100-199
84,25.0,indore,0.6666666666666666,1,180,2,1,-1,3,2.0,Brijeshwari Colony,570.0,2.0,0,0,0,0,0,100-199
85,,indore,1.0,1,0,2,2,-1,0,2.0,Rau,1100.0,4.0,0,0,0,0,0,100-199
86,39.0,indore,1.0,0,180,3,0,-1,0,3.0,Vishnupuri Colony,950.0,3.0,0,1,1,0,0,100-199
87,58.0,indore,0.8333333333333334,0,90,2,1,1,0,2.0,Scheme No 140,944.0,5.0,1,1,1,0,1,100-199
88,22.0,indore,0.3333333333333333,0,-1,2,0,-1,-1,2.0,AB Road,712.0,2.0,0,0,0,0,0,100-199
89,119.0,indore,0.4,0,-1,3,1,1,0,3.0,Maple Woods Piplya Kumar,1764.8,6.0,0,0,1,0,0,100-199
90,128.0,indore,0.4666666666666667,0,180,3,1,1,0,3.0,Maple Woods Piplya Kumar,1550.0,7.0,0,0,1,0,0,100-199
91,145.0,indore,0.5333333333333333,0,180,4,1,1,0,4.0,Maple Woods Piplya Kumar,1750.0,8.0,0,0,1,0,0,100-199
92,152.0,indore,0.6,0,180,4,1,1,0,4.0,Maple Woods Piplya Kumar,1845.0,9.0,0,0,1,0,0,100-199
93,180.0,indore,0.2,2,270,4,4,-1,0,4.0,Shalimar Township,1911.0,2.0,0,1,0,0,1,100-199
94,45.0,indore,0.5,2,90,2,2,-1,0,2.0,Sita Shri Apartment Airport Road,950.0,3.0,0,0,1,0,0,100-199
95,25.1,indore,1.0,0,90,1,1,-1,0,1.0,Indore Road,457.0,6.0,1,1,1,0,0,100-199
96,200.0,indore,0.8,1,0,4,3,1,0,4.0,Premium tower Shalimar Township,1857.0,8.0,0,0,1,0,0,100-199
97,49.0,indore,1.0,2,90,2,1,-1,0,2.0,Tower Square,950.0,2.0,0,0,0,0,0,100-199
98,18.0,indore,0.25,0,-1,1,0,-1,-1,1.0,"Alok Nagar, Indore vimal 3 ocean Indore",376.0,1.0,0,0,0,0,0,100-199
99,42.0,indore,0.5,0,90,2,4,-1,0,2.0,Bhawrasla,782.0,3.0,1,1,1,0,0,100-199
100,18.5,indore,0.8333333333333334,0,90,1,1,-1,0,1.0,Golden Palms Vijay Nagar,500.0,5.0,0,1,1,0,1,100-199
101,,indore,0.2,1,-1,2,0,-1,-1,2.0,Limbodi,712.0,1.0,0,0,0,0,0,100-199
102,27.0,indore,1.0,0,90,2,2,-1,0,2.0,Scheme no 78 Vijaynagar Indore Vijay Nagar,800.0,6.0,0,1,1,0,1,100-199
103,90.0,indore,0.5,0,-1,4,0,-1,-1,3.0,Vastu City Rameshwaram Bicholi Mardana,1840.0,3.0,0,0,0,0,0,100-199
104,32.0,indore,0.6666666666666666,2,-1,2,1,-1,-1,2.0,Hukma Khedi,600.0,2.0,0,0,0,0,0,100-199
105,39.0,indore,0.25,0,90,2,2,-1,0,2.0,Anand Valley Navlakha,860.0,2.0,0,1,1,0,1,100-199
106,55.0,indore,0.0,2,0,2,1,-1,0,2.0,Tirupati Nagar,1064.0,0.0,0,0,1,0,0,100-199
107,39.0,indore,0.3333333333333333,1,-1,3,2,-1,-1,2.0,Tilak Nagar,750.0,1.0,0,0,0,0,0,100-199
108,39.0,indore,0.3333333333333333,1,0,3,2,1,0,2.0,Tilak Nagar,750.0,1.0,0,0,1,0,0,100-199
109,75.0,indore,0.625,0,-1,3,2,-1,-1,3.0,Lifestyle Ocean Park Nipania,992.0,5.0,0,1,0,0,0,100-199
110,50.0,indore,1.0,0,90,2,2,-1,0,2.0,Clifton Park Vijay Nagar,900.0,8.0,1,1,1,0,0,100-199
111,400.0,indore,,0,-1,4,1,-1,-1,3.0,Harsidhi,5200.0,,0,0,1,0,0,100-199
112,185.0,indore,0.4,0,90,3,3,-1,0,3.0,Grande Exotica Bicholi Mardana,2700.0,4.0,1,1,1,0,1,100-199
113,32.0,indore,1.0,1,90,2,0,1,0,2.0,Emerald Pratham Indore Bypass Road,825.6,6.0,0,1,0,0,0,100-199
114,49.0,indore,0.6666666666666666,1,270,2,1,1,0,3.0,"Balaji Skyz ""The Smiling Home"" Apollo DB City",880.0,4.0,0,1,0,0,0,100-199
115,150.0,indore,1.0,0,270,2,2,-1,0,3.0,Saket Nagar,1500.0,4.0,1,0,1,0,0,100-199
116,240.0,indore,0.9,0,90,4,4,-1,0,4.0,Grande Exotica Bicholi Mardana,3450.0,9.0,0,1,0,0,0,100-199
117,,indore,0.3333333333333333,0,-1,2,2,-1,-1,1.0,samrdhi peradaies Indore,570.0,1.0,0,0,0,0,0,100-199
118,70.0,indore,0.5,2,90,3,2,1,0,3.0,Amitesh Nagar,1301.6,2.0,0,1,0,0,0,100-199
119,,indore,0.75,2,-1,2,2,1,-1,2.0,Ashok Vatika,608.0,3.0,0,0,0,0,0,100-199
120,42.5,indore,0.3333333333333333,2,90,3,2,1,0,3.0,Nariman Point Mahalakshmi Nagar,920.0,2.0,0,0,0,0,0,100-199
121,22.0,indore,1.0,1,90,2,2,-1,-1,2.0,Bicholi Mardana,832.0,4.0,0,0,1,0,0,100-199
122,,indore,0.4285714285714285,0,-1,1,0,-1,-1,1.0,Platinum Paradise MR 10,480.0,3.0,0,0,0,0,0,100-199
123,40.0,indore,1.0,0,-1,2,2,-1,-1,2.0,Prime Twins Scheme No -114,800.0,3.0,0,0,0,0,0,100-199
124,56.0,indore,0.3571428571428572,0,90,2,2,1,0,2.0,THE EMPRESS Nipania,1038.4,5.0,1,0,1,0,0,100-199
125,,indore,0.5,0,90,2,2,-1,0,2.0,TDS City Scheme 155,828.0,3.0,0,0,1,0,0,100-199
126,71.0,indore,0.7142857142857143,1,90,3,2,1,0,3.0,Man Ocean Park Nipania,1232.0,10.0,0,0,0,0,0,100-199
127,33.5,indore,0.1428571428571428,0,-1,2,0,-1,-1,2.0,Nipania,692.8000000000001,1.0,0,0,0,0,0,100-199
128,100.0,indore,0.6666666666666666,0,90,3,0,-1,0,3.0,Maple Woods Piplya Kumar,1760.0,10.0,1,1,1,0,1,100-199
129,16.5,indore,0.5,0,90,2,1,-1,0,1.0,Nariman Point Mahalakshmi Nagar,500.0,3.0,0,1,0,0,0,100-199
130,45.0,indore,0.9,0,-1,2,2,-1,0,2.0,Avasa Bijalpur,856.0,9.0,0,0,0,0,1,100-199
131,,indore,0.75,1,90,2,1,0,0,2.0,Annapurna Road Prabhu Nagar,720.0,3.0,0,1,0,0,0,100-199
132,24.0,indore,0.125,0,90,1,1,1,0,1.0,Orion Planet Bhawrasla,400.0,1.0,1,1,1,0,1,100-199
133,,indore,0.6666666666666666,0,-1,3,0,1,0,3.0,SS Infinitus Nipania,1225.6,4.0,0,0,1,0,0,100-199
134,,indore,0.5,2,-1,1,1,-1,-1,1.0,Shri Vinayak Tower Lasudia Mori,630.0,3.0,0,0,0,0,0,100-199
135,47.0,indore,1.0,1,0,2,2,-1,0,2.0,AB Road,814.0,6.0,0,0,1,0,0,100-199
136,43.3,indore,0.25,0,-1,2,1,-1,0,2.0,Khatiwala Tank,865.6,1.0,0,0,1,0,0,100-199
137,41.0,indore,0.3333333333333333,0,90,2,2,1,0,2.0,shubh labh dwarka Nipania,880.0,2.0,1,0,0,0,0,100-199
138,99.5,indore,0.6666666666666666,1,-1,4,3,-1,-1,4.0,"Balaji Skyz ""The Smiling Home"" Nipania",1840.0,4.0,0,0,0,0,0,100-199
139,53.0,indore,0.6666666666666666,0,-1,2,2,-1,-1,2.0,Deepchaya appartment Indore,1040.0,2.0,0,0,0,0,0,100-199
140,90.0,indore,0.8571428571428571,0,90,3,2,1,0,3.0,Sri Mangal Nagar,1333.0,6.0,0,1,0,0,0,100-199
141,48.0,indore,0.8333333333333334,1,-1,2,2,0,-1,2.0,Vijay Nagar,918.4000000000001,5.0,0,0,0,0,0,100-199
142,189.0,indore,0.625,1,90,4,3,-1,0,4.0,Dilpasand Green Schmene No 140,2160.0,5.0,0,1,1,0,0,100-199
143,40.8,indore,0.6666666666666666,0,-1,2,0,1,0,2.0,SS Infinitus Nipania,859.2,4.0,0,0,1,0,0,100-199
144,45.0,allahabad,0.8571428571428571,1,-1,2,0,-1,-1,3.0,"Bamrauli, Allahabad Allahabad",1284.8,6.0,0,0,0,0,0,100-199
145,73.0,allahabad,0.6666666666666666,2,90,2,2,1,1,2.0,Tagore Town,768.0,2.0,0,0,1,0,0,100-199
146,19.0,allahabad,0.1666666666666667,1,90,1,1,-1,0,1.0,Narayan Heights Naini,389.6,1.0,0,1,1,0,0,100-199
147,55.0,allahabad,0.6666666666666666,1,-1,2,0,-1,-1,2.0,"Ghumanganj, Allahabad Allahabad",800.0,2.0,0,0,0,0,0,100-199
148,95.0,allahabad,0.7142857142857143,1,90,2,3,-1,0,2.0,Ashoknagar,1050.0,5.0,1,1,1,0,1,100-199
149,59.5,allahabad,0.3,0,-1,3,0,-1,-1,3.0,Naini,1160.0,3.0,0,0,0,0,0,100-199
150,55.0,allahabad,,0,-1,2,3,-1,-1,2.0,Sai Dham Apartment Rajrupur,1000.0,,0,0,0,0,0,100-199
151,45.0,allahabad,0.5714285714285714,0,90,2,2,0,0,2.0,Omaxe Aananda ADA Colony,1000.0,8.0,0,1,1,0,1,100-199
152,21.0,allahabad,0.5714285714285714,2,-1,1,1,-1,0,1.0,Jhalwa,344.8,4.0,1,1,1,0,0,100-199
153,52.0,allahabad,,2,90,2,1,1,0,2.0,Gupta Mayashree Residency Naini,650.0,,0,0,1,0,0,100-199
154,10.0,allahabad,,-1,-1,0,0,-1,-1,2.0,Katra,640.0,,0,0,0,0,0,100-199
155,94.8,allahabad,0.4,0,90,2,2,1,0,2.0,Vedic Green Lukarganj,920.0,2.0,0,1,1,0,1,100-199
156,30.0,allahabad,1.0,1,180,2,3,0,0,2.0,Rudra Enclave Dandi,684.0,7.0,0,1,0,0,0,100-199
157,95.0,allahabad,0.5,1,-1,3,0,-1,-1,3.0,Chaitham Lines,1040.0,1.0,0,0,0,0,0,100-199
158,62.0,allahabad,0.7142857142857143,1,-1,2,3,-1,-1,3.0,Omaxe Aananda Naini,934.0,10.0,1,0,0,0,0,100-199
159,100.0,allahabad,0.3333333333333333,2,-1,2,1,-1,-1,3.0,Mumfordganj,1150.0,1.0,0,0,0,0,0,100-199
160,72.0,allahabad,0.75,1,90,2,0,-1,0,2.0,Tagore Town,1150.0,3.0,0,0,1,0,0,100-199
161,125.0,allahabad,0.0,2,90,2,1,-1,0,4.0,Kalyanidevi,1712.0,0.0,0,0,1,0,0,100-199
162,97.8,allahabad,0.8,0,90,2,2,1,0,2.0,Vedic Green Lukarganj,920.0,4.0,0,1,1,0,1,100-199
163,25.0,allahabad,0.0,1,90,1,2,0,0,2.0,Kalindipuram,655.0,0.0,0,1,1,0,0,100-199
164,125.0,allahabad,1.0,0,-1,3,0,1,-1,3.0,Govindpur,91.2,14.0,0,0,0,0,0,100-199
165,24.0,allahabad,0.5,0,45,1,1,-1,0,1.0,Chak Niratul,379.2,1.0,0,0,1,0,0,100-199
166,70.0,allahabad,0.1428571428571428,2,-1,2,0,-1,-1,3.0,Dandi,1108.0,1.0,0,0,0,0,0,100-199
167,25.0,allahabad,,-1,-1,0,0,-1,-1,1.0,Solitaire Valley Jhalwa,460.0,,0,0,0,0,0,100-199
168,35.0,allahabad,0.25,1,-1,1,0,-1,-1,1.0,"Satyam Apartment, Ambedkar Vihar Allahabad",400.0,1.0,0,0,0,0,0,100-199
169,72.0,allahabad,1.0,0,90,2,3,1,0,3.0,Pushp Ganga Exotica Sulem Sarai,650.0,12.0,0,1,1,0,1,100-199
170,65.0,allahabad,0.7142857142857143,1,0,2,3,1,0,2.0,Jhusi,1150.0,5.0,0,0,1,0,0,100-199
171,55.0,allahabad,1.0,1,-1,2,1,1,-1,2.0,Civil Lines,600.0,3.0,0,0,0,0,0,100-199
172,46.0,allahabad,0.1,1,-1,2,2,-1,0,2.0,Imperial Green Naini,695.0,1.0,1,1,1,0,0,100-199
173,50.0,allahabad,0.9,0,90,2,2,-1,0,2.0,Rudra Sangam Jhusi,670.0,9.0,0,1,0,0,1,100-199
174,60.0,allahabad,0.75,0,-1,2,0,-1,-1,2.0,"Kalindipuram, Allahabad Allahabad",720.0,6.0,0,0,0,0,0,100-199
175,300.0,allahabad,1.0,1,90,2,2,1,0,3.0,Mundera,1800.0,1.0,0,1,1,0,0,100-199
176,75.0,allahabad,1.0,0,90,2,1,-1,0,2.0,Shahganj,1000.0,2.0,0,0,0,0,0,100-199
177,19.0,allahabad,0.1666666666666667,1,-1,1,1,-1,-1,1.0,Narayan Heights Naini,470.0,1.0,0,0,0,0,0,100-199
178,65.0,allahabad,0.8,0,90,2,2,-1,0,2.0,Ansals Prayagkunj Civil Lines,950.0,4.0,0,1,0,0,0,100-199
179,105.0,allahabad,0.5,2,-1,2,0,-1,-1,3.0,Rudra Aakriti Naini,1036.0,4.0,0,0,0,0,0,100-199
180,85.0,allahabad,0.75,2,-1,2,1,1,0,3.0,Tagore Town,1000.0,3.0,0,0,1,0,0,100-199
181,42.0,allahabad,0.5714285714285714,0,0,2,3,0,0,2.0,Rudra Enclave Dandi,788.0,4.0,0,1,0,0,0,100-199
182,100.0,allahabad,0.5,1,-1,3,1,-1,-1,3.0,Chaitham Lines,1300.0,1.0,0,0,0,0,0,100-199
183,46.0,allahabad,0.1428571428571428,1,270,2,2,-1,0,2.0,SUN SHINE ROYAL PALACE Allahabad,750.0,1.0,0,0,0,0,0,100-199
184,,allahabad,1.0,0,-1,1,1,-1,-1,1.0,Govindpur,0.0,3.0,0,0,0,0,0,100-199
185,72.0,allahabad,0.2857142857142857,0,-1,3,2,-1,-1,3.0,Sai Dham Apartment Rajrupur,1424.0,2.0,0,0,0,0,0,100-199
186,170.0,allahabad,0.4285714285714285,1,0,3,3,1,0,3.0,vinayak Legrand Allahabad,1290.0,3.0,0,1,1,0,0,100-199
187,60.0,allahabad,0.25,1,270,1,1,-1,0,1.0,silver residency apartment Allahabad,545.0,1.0,0,0,1,0,0,100-199
188,44.5,allahabad,0.6,0,90,2,3,-1,0,2.0,Omaxe Aananda Naini,750.0,9.0,0,1,1,0,1,100-199
189,175.0,allahabad,1.0,1,90,4,3,-1,-1,6.0,Mumfordganj,2600.0,2.0,0,0,0,0,0,100-199
190,105.0,allahabad,1.0,1,-1,2,0,-1,-1,3.0,Agnipath Colony,1140.8,4.0,0,0,0,0,0,100-199
191,12.5,allahabad,0.75,-1,-1,1,0,-1,-1,1.0,Agnipath Colony,420.0,3.0,0,0,0,0,0,100-199
192,110.0,allahabad,0.3333333333333333,2,-1,2,0,-1,-1,3.0,Agnipath Colony,1440.0,1.0,0,0,0,0,0,100-199
193,22.0,allahabad,0.3333333333333333,0,-1,1,0,-1,-1,1.0,Agnipath Colony,212.0,1.0,0,0,0,0,0,100-199
194,45.0,allahabad,0.75,0,45,1,1,1,0,1.0,Civil Lines,405.0,3.0,0,0,1,0,0,100-199
195,135.0,allahabad,1.0,0,90,3,3,1,0,3.0,Ashoknagar,1370.0,2.0,1,1,0,0,0,100-199
196,175.0,allahabad,1.0,1,-1,3,3,-1,-1,3.0,Sai Dham Residency Allahabad,1450.0,7.0,0,0,0,0,0,100-199
197,72.0,allahabad,0.2857142857142857,1,-1,3,2,-1,-1,3.0,Sai Dham Apartment Rajrupur,1424.0,2.0,0,0,0,0,0,100-199
198,103.0,allahabad,0.9,1,-1,2,0,-1,-1,2.0,Shree Shailam Heights Civil Lines,1104.0,9.0,0,0,0,0,0,100-199
199,45.0,allahabad,1.0,2,-1,2,0,-1,-1,2.0,Bahadurganj,640.0,4.0,0,0,0,0,0,100-199
200,55.0,allahabad,0.8,0,315,2,1,-1,0,2.0,Civil Lines,762.0,4.0,0,0,1,0,0,100-199
201,55.0,allahabad,0.5,1,90,2,1,0,0,2.0,Civil Lines,720.0,2.0,1,0,0,0,0,100-199
202,16.0,allahabad,1.0,0,-1,1,1,-1,-1,1.0,Govindpur,400.0,3.0,0,0,1,0,0,100-199
203,36.0,allahabad,0.3333333333333333,1,-1,2,1,-1,-1,2.0,Meerapur,832.0,1.0,0,0,0,0,0,100-199
