Index,Price (in lakhs),City,Floor (Ratio),Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,BHK,Location,Final Carpet Area (in sqft),CurrentFloor,Transaction,Garden/Park,Main Road,Not Available,Pool
299,55.0,raipur,0.25,1,90,2,2,1,0,2.0,Avanti Vihar,1000.0,2.0,1,0,0,0,0
300,22.8,raipur,0.125,0,90,2,1,1,0,2.0,Avinash Vatika Urkura,664.0,1.0,1,0,1,0,0
301,29.0,raipur,0.125,0,90,2,1,1,0,3.0,Avinash Vatika Urkura,846.4000000000001,1.0,1,0,1,0,0
302,65.0,raipur,0.1666666666666667,1,0,2,2,-1,0,3.0,Sachdev Salasar Greens Sarona,1244.0,1.0,0,0,0,0,0
303,78.0,raipur,0.8,0,90,3,2,-1,0,3.0,Wallfort Heights Bhatgaon,1750.0,8.0,0,1,0,0,1
304,24.0,raipur,0.8333333333333334,0,90,2,1,-1,0,2.0,Avinash Aashiyana Kabir Nagar,630.0,5.0,0,1,1,0,0
305,31.5,raipur,0.375,0,90,2,1,1,0,2.0,Bhatagaon,875.0,3.0,1,1,1,0,1
306,55.0,raipur,0.3333333333333333,0,90,3,3,1,0,3.0,DN Heights Lalpur,1300.0,3.0,0,1,1,0,0
307,31.0,raipur,0.6,0,-1,2,2,-1,0,2.0,Ram Niketan Saddu,850.0,3.0,0,1,0,0,0
308,7.0,raipur,0.0,2,-1,1,0,-1,-1,1.0,NH 6,184.0,0.0,0,0,0,0,0
309,31.5,raipur,0.25,0,90,2,2,1,0,2.0,Mathpurena,700.0,2.0,1,1,1,0,0
310,18.0,raipur,0.8333333333333334,1,-1,2,2,-1,-1,2.0,CG Housing Board Colony Saddu,580.0,5.0,0,0,0,0,0
311,43.3,raipur,0.6666666666666666,1,270,3,1,1,1,3.0,Avinash Capital Homes 2 Saddu,1242.0,4.0,0,1,0,0,0
312,35.5,raipur,1.0,0,0,2,3,-1,0,2.0,Arya polish Raipur,1105.0,4.0,0,0,1,0,0
313,35.0,raipur,1.0,1,-1,2,2,-1,-1,2.0,Civil Lines,800.0,4.0,0,0,0,0,0
314,23.0,raipur,0.5,2,-1,2,1,-1,-1,2.0,Dhamtari Road,612.0,2.0,0,0,0,0,0
315,31.1,raipur,0.3,0,180,2,1,-1,0,2.0,Avanti Vihar,573.0,3.0,1,1,0,0,0
316,37.0,raipur,1.0,0,-1,2,1,1,0,2.0,Mohba Bazar,880.0,6.0,0,1,0,0,0
317,41.0,raipur,0.3333333333333333,1,90,2,2,1,0,2.0,Daldal Seoni,848.0,3.0,0,1,1,0,0
318,20.0,raipur,0.5,0,-1,2,2,-1,-1,2.0,Dunda,588.0,2.0,0,0,0,0,0
319,23.5,raipur,0.4,1,-1,2,3,0,-1,2.0,Kota,744.0,2.0,0,0,0,0,0
320,75.0,raipur,0.75,0,90,3,3,-1,0,3.0,Avanti Vihar,1618.0,6.0,1,1,1,0,1
321,42.0,raipur,1.0,2,-1,2,0,-1,-1,2.0,"GOLCHA RESIDENCY, Shankar Nagar, Raipur Raipur",760.0,3.0,0,0,0,0,0
322,42.0,raipur,0.2857142857142857,0,90,2,2,-1,0,2.0,Saddu,1024.0,2.0,0,1,0,0,0
323,48.0,raipur,0.125,1,-1,2,0,-1,-1,3.0,Kota Colony Raipur,944.0,1.0,0,0,0,0,0
324,20.0,raipur,1.0,0,-1,1,0,-1,-1,2.0,Amlidhi,600.0,8.0,0,0,0,0,0
325,,raipur,,0,-1,5,0,-1,-1,4.0,Avinash Chitwan Kachna Road,3773.6,,1,0,0,0,0
326,,raipur,,0,-1,5,0,-1,-1,4.0,Avinash Chitwan Kachna Road,2564.8,,1,0,0,0,0
327,,raipur,,0,-1,5,0,-1,-1,4.0,Avinash Chitwan Kachna Road,3800.0,,1,0,0,0,0
328,14.0,raipur,0.0,0,-1,2,0,-1,-1,2.0,Ring Road,720.0,0.0,0,0,0,0,0
329,15.0,raipur,0.0,0,-1,1,1,-1,-1,2.0,Kabir Nagar,400.0,0.0,0,0,0,0,0
330,61.0,raipur,0.5,2,-1,2,0,-1,-1,3.0,Deen Dayal Upadhayaya Nagar,1360.0,3.0,0,0,0,0,0
331,18.0,raipur,0.75,0,-1,2,2,-1,-1,2.0,Dhebar City Homes Bhatgaon,900.0,3.0,0,0,0,0,0
332,22.0,raipur,0.0,1,-1,2,1,-1,-1,2.0,Vrindawan Gardens Daldal Seoni,1000.0,0.0,0,0,0,0,0
333,28.5,raipur,0.5,1,90,2,3,1,0,2.0,Dolphin Jewel O New Dhamtari Road,1000.0,4.0,1,1,1,0,0
334,45.0,raipur,0.2,0,90,3,2,1,0,3.0,Anandam World City Shankar Nagar,1100.0,2.0,1,1,1,0,1
335,20.0,raipur,0.25,0,180,2,1,1,0,2.0,Simran City 5 Santoshi Nagar,870.0,1.0,0,0,1,0,0
336,31.5,raipur,0.125,0,90,2,1,1,0,2.0,Bhatagaon,761.0,1.0,1,1,1,0,1
337,35.0,raipur,0.8333333333333334,1,-1,2,2,-1,-1,2.0,Shri Radhe Krishna Nagar Dhamtari Road,744.0,5.0,0,0,0,0,0
338,13.5,raipur,0.1666666666666667,0,-1,1,1,-1,-1,1.0,Archies Nano Tower Raipur,521.0,1.0,0,0,0,0,0
339,55.0,raipur,,1,0,3,2,-1,0,3.0,Ashoka Ratna Shankar Nagar,1079.0,,0,0,0,0,0
340,35.0,raipur,0.3,1,90,3,2,1,0,2.0,Singapore City Raipur Mohba Bazar,950.0,3.0,0,1,1,0,1
341,78.0,raipur,0.3333333333333333,2,90,3,3,1,0,3.0,Mowa,1220.0,2.0,0,1,1,0,1
342,39.0,raipur,,-1,-1,0,0,-1,-1,3.0,Avinash Capital Homes 2 Saddu,932.8000000000001,,0,0,0,0,0
