Index,Price (in lakhs),City,Floor (Ratio),Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,BHK,Location,Final Carpet Area (in sqft),CurrentFloor,Transaction,Garden/Park,Main Road,Not Available,Pool
7404,52.0,chennai,,1,0,3,0,1,0,3.0,Chamiers Road,1200.0,,0,0,1,0,0
7405,189.0,chennai,,1,0,3,0,1,0,3.0,Chamiers Road,1264.0,,0,0,1,0,0
7406,68.0,chennai,0.25,0,90,2,3,-1,0,2.0,Kodambakkam,780.0,1.0,0,0,1,0,0
7407,40.0,chennai,0.3333333333333333,0,90,2,1,-1,0,2.0,Vandalur,760.0,1.0,0,0,1,0,0
7408,69.0,chennai,0.6,0,0,3,1,1,0,3.0,Vanagaram,1068.0,3.0,1,1,0,0,0
7409,292.0,chennai,1.0,0,-1,3,0,1,0,3.0,Urapakkam,1296.0,4.0,0,0,0,0,0
7410,80.0,chennai,0.25,2,-1,3,2,-1,-1,3.0,Jain Sudarsana Rajakilpakkam,1160.0,1.0,0,0,0,0,0
7411,42.0,chennai,0.6666666666666666,1,180,2,2,-1,0,2.0,Optima Ace Ambattur,780.0,2.0,0,0,1,0,0
7412,150.0,chennai,1.0,1,45,4,2,1,0,4.0,Pacifica Aurum Villas Padur,1450.0,4.0,1,1,1,0,1
7413,40.0,chennai,0.6666666666666666,1,0,2,1,-1,0,2.0,Maha Amogha Madhavaram,606.4,2.0,0,0,1,0,0
7414,500.0,chennai,0.7368421052631579,1,90,5,2,1,0,5.0,Thoraipakkam,2800.0,14.0,0,0,1,0,0
7415,53.0,chennai,1.0,0,270,2,0,-1,0,2.0,Peravallur,689.6,2.0,0,0,0,0,0
7416,80.0,chennai,0.5,1,-1,3,0,-1,-1,3.0,Dugar Sky City Vanagaram,1264.8,2.0,0,0,0,0,0
7417,54.0,chennai,1.0,1,270,2,1,1,0,2.0,Bollineni Hillside Phase II Sholinganallur,824.0,4.0,0,1,0,0,0
7418,52.0,chennai,0.9285714285714286,-1,-1,3,0,-1,-1,3.0,Senganmal,1120.0,13.0,0,0,0,0,0
7419,43.0,chennai,0.0,1,270,2,0,-1,0,2.0,Perambur,580.0,0.0,0,0,0,0,0
7420,250.0,chennai,0.9473684210526315,0,0,3,3,0,0,3.0,Appaswamy Capella Vadapalani,1831.0,18.0,0,0,1,0,1
7421,60.0,chennai,0.2,1,-1,3,2,-1,-1,3.0,Iris Court Grand Southern Trunk Road,1060.0,1.0,0,0,0,0,0
7422,72.0,chennai,1.0,2,270,3,2,-1,-1,3.0,Symphony Padur,1012.8,13.0,0,1,0,0,1
7423,75.0,chennai,1.0,1,270,2,1,-1,0,3.0,Nest Charm Medavakkam,1235.0,2.0,0,0,0,0,0
7424,140.0,chennai,0.5,1,0,2,3,-1,0,3.0,Adyar,1130.0,2.0,0,1,0,0,0
7425,349.0,chennai,0.5555555555555556,1,0,3,3,1,0,3.0,Appaswamy Capella Arcot Road,1464.8,10.0,0,1,0,0,0
