Index,Price (in lakhs),City,Floor (Ratio),Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,BHK,Location,Final Carpet Area (in sqft),CurrentFloor,Transaction,Garden/Park,Main Road,Not Available,Pool,Group
13,9.9,ahmadnagar,0.6666666666666666,0,45,1,1,-1,-1,1.0,Bhingar,408.0,2.0,0,0,0,0,0,0-99
14,24.0,ahmadnagar,1.0,0,90,1,2,-1,0,2.0,MIDC,760.0,2.0,0,0,1,0,0,0-99
15,15.0,ahmadnagar,0.6666666666666666,1,-1,1,0,-1,-1,,Savedi,400.0,2.0,0,0,0,0,0,0-99
16,30.0,ahmadnagar,1.0,1,-1,1,0,-1,-1,2.0,Savedi,600.0,3.0,0,0,0,0,0,0-99
17,62.0,ahmadnagar,0.25,0,-1,1,0,-1,-1,2.0,Sarjepura City,960.0,1.0,0,0,0,0,0,0-99
18,35.0,ahmadnagar,0.6666666666666666,0,-1,1,1,-1,-1,2.0,Savedi,651.2,2.0,0,0,0,0,0,0-99
19,75.0,ahmadnagar,0.1428571428571428,2,-1,2,1,1,-1,2.0,Savedi,960.0,1.0,0,0,0,0,0,0-99
20,18.0,ahmadnagar,1.0,0,90,1,1,-1,0,2.0,Sai Siddhi Apt Shrirampur,0.0,2.0,0,1,1,0,0,0-99
21,31.0,ahmadnagar,0.5714285714285714,0,45,2,2,-1,0,2.0,Nalegaon,700.0,4.0,0,1,0,0,0,0-99
22,153.0,ahmadnagar,0.2142857142857143,0,-1,3,0,-1,-1,3.0,Sarjepura City,0.0,3.0,0,0,0,0,0,0-99
23,20.0,ahmadnagar,0.6666666666666666,0,-1,1,0,-1,-1,2.0,Sai Siddhi Apt Shrirampur,0.0,2.0,0,0,0,0,0,0-99
24,340.0,ahmadnagar,0.4444444444444444,2,-1,4,1,1,-1,4.0,Anand Nagar,2700.0,4.0,0,1,0,0,0,0-99
25,85.0,ahmadnagar,0.3333333333333333,2,-1,2,1,-1,0,2.0,yashodhan arcade Ahmadnagar,1200.0,1.0,0,0,0,0,0,0-99
26,18.0,ahmadnagar,1.0,0,-1,1,0,-1,-1,1.0,Nirmal Nagar,376.0,3.0,0,0,0,0,0,0-99
27,60.0,ahmadnagar,0.25,0,90,2,1,-1,0,2.0,Saras Nagar,1070.0,1.0,0,0,0,0,0,0-99
28,50.0,ahmadnagar,0.3333333333333333,0,-1,2,2,-1,0,2.0,Savedi,861.0,1.0,0,1,1,0,0,0-99
29,12.0,ahmadnagar,0.6,0,0,1,1,-1,0,1.0,Pipeline Road,422.4,3.0,0,0,1,0,0,0-99
30,33.0,belgaum,,1,90,2,2,-1,0,2.0,Saraswati Nagar,900.0,,0,0,0,0,0,0-99
31,135.0,belgaum,0.5,0,270,4,2,1,0,4.0,Rani Chennamma Nagar,1976.8,2.0,0,0,1,0,0,0-99
32,48.0,belgaum,0.6666666666666666,0,-1,2,1,-1,-1,3.0,Ramdev Galli,880.0,2.0,0,0,0,0,0,0-99
33,81.0,belgaum,0.2,1,-1,3,4,1,0,3.0,Majagaon,1890.0,1.0,0,0,1,0,0,0-99
34,45.0,belgaum,1.0,1,-1,2,0,-1,-1,2.0,Mandoli Road,900.0,4.0,0,0,0,0,0,0-99
35,45.0,belgaum,1.0,1,-1,2,0,-1,-1,2.0,Mandoli Road,900.0,4.0,0,0,0,0,0,0-99
36,80.0,belgaum,0.5,1,-1,3,0,-1,-1,3.0,Mandoli Road,1429.6,7.0,0,0,0,0,0,0-99
37,43.2,belgaum,0.75,0,90,2,2,-1,0,2.0,Tilakwadi,610.0,3.0,1,0,0,0,0,0-99
38,25.0,belgaum,0.5,0,-1,2,2,-1,-1,2.0,Veerbhadra Nagar,900.0,2.0,0,0,0,0,0,0-99
39,5.0,belgaum,0.4,1,0,2,1,1,0,2.0,Ramdev Galli,850.0,2.0,0,0,1,0,0,0-99
40,28.0,belgaum,1.0,1,-1,1,1,-1,-1,2.0,Tilakwadi,700.0,2.0,0,0,0,0,0,0-99
41,100.0,belgaum,0.5,1,-1,4,0,-1,-1,4.0,Shivabasava Nagar,2000.0,2.0,0,0,0,0,0,0-99
42,75.0,belgaum,0.5833333333333334,2,-1,2,2,-1,-1,2.0,Lotus County Tilakwadi,1044.0,7.0,0,1,1,0,1,0-99
43,38.0,belgaum,0.3333333333333333,0,90,1,4,-1,0,2.0,Shree Nagar,1200.0,1.0,0,0,1,0,0,0-99
44,20.0,belgaum,0.5,1,-1,2,0,-1,-1,2.0,Nanawadi,1000.0,1.0,0,0,0,0,0,0-99
45,25.0,belgaum,1.0,0,90,2,4,-1,0,2.0,Nanawadi,600.0,2.0,1,1,1,0,0,0-99
46,42.0,belgaum,0.6666666666666666,1,-1,1,0,-1,-1,2.0,Raviwar Peth,800.0,2.0,0,0,0,0,0,0-99
47,37.5,belgaum,0.5,0,-1,2,1,-1,-1,2.0,Shivabasava Nagar,900.0,1.0,0,0,1,0,0,0-99
48,55.0,belgaum,0.1666666666666667,2,-1,2,0,-1,-1,2.0,Angol,704.0,1.0,0,0,0,0,0,0-99
49,40.0,belgaum,1.0,2,-1,2,2,-1,-1,2.0,Bhagya Nagar,994.0,3.0,0,0,0,0,0,0-99
50,50.0,belgaum,1.0,-1,270,2,1,-1,0,2.0,Ganesh Empire Belgaum,800.0,4.0,0,0,1,0,0,0-99
51,80.0,belgaum,1.0,2,-1,2,1,-1,-1,3.0,Bhagya Nagar,1300.0,4.0,0,0,0,0,0,0-99
52,90.0,belgaum,0.6666666666666666,2,-1,3,3,-1,0,3.0,Arpan heights Belgaum,1500.0,2.0,0,0,0,0,0,0-99
53,25.0,belgaum,0.75,0,-1,2,0,-1,-1,2.0,Nanawadi,720.0,3.0,0,0,0,0,0,0-99
54,56.0,belgaum,0.75,0,45,2,3,-1,-1,2.0,mrithunjaya plaza mahantesh nagar belgaum Belgaum,1053.0,3.0,0,0,0,0,0,0-99
55,32.0,belgaum,0.25,1,-1,1,3,-1,-1,2.0,Shivabasava Nagar,820.0,1.0,0,0,0,0,0,0-99
56,180.0,belgaum,1.0,1,-1,3,0,-1,-1,4.0,Nanawadi,2000.0,4.0,0,0,0,0,0,0-99
57,40.0,belgaum,1.0,2,270,2,3,-1,0,2.0,Hanuman Nagar,750.0,5.0,0,0,1,0,0,0-99
58,32.0,belgaum,1.0,0,-1,2,0,-1,-1,2.0,Bhagya Nagar,820.8000000000001,3.0,0,0,0,0,0,0-99
59,42.0,belgaum,0.6,0,90,2,1,-1,0,2.0,Vishal Skynest C Wing Tilakwadi,780.0,3.0,0,1,0,0,0,0-99
60,32.0,belgaum,0.2,0,90,2,2,-1,-1,2.0,Parvati Nagar,1000.0,1.0,1,0,0,0,0,0-99
61,59.0,belgaum,0.6,1,-1,2,0,-1,-1,3.0,Shastri Nagar,880.8000000000001,3.0,0,0,0,0,0,0-99
62,80.0,belgaum,0.4444444444444444,0,-1,2,2,-1,-1,2.0,Bellavista Nanawadi,1200.0,4.0,0,0,0,0,0,0-99
63,28.0,belgaum,0.5,0,-1,1,0,-1,-1,2.0,Shahapur,720.0,1.0,0,0,0,0,0,0-99
64,32.0,belgaum,1.0,0,-1,2,0,-1,-1,2.0,Adarsh nagar,748.0,3.0,0,0,0,0,0,0-99
65,32.0,belgaum,1.0,1,-1,1,1,-1,-1,2.0,Raviwar Peth,740.0,3.0,0,0,0,0,0,0-99
66,23.0,belgaum,1.0,0,-1,1,3,-1,-1,2.0,Camp,700.0,2.0,0,0,0,0,0,0-99
67,25.0,belgaum,0.2,0,-1,2,0,-1,-1,2.0,Sadashiv Nagar,800.0,1.0,0,0,0,0,0,0-99
68,45.0,belgaum,0.6666666666666666,1,90,1,3,1,-1,2.0,Vadagoan,920.0,2.0,0,0,1,0,0,0-99
69,50.0,belgaum,0.25,1,90,2,0,-1,0,2.0,Adarsh nagar,1200.0,1.0,0,0,0,0,0,0-99
70,65.0,belgaum,,2,-1,1,1,-1,-1,2.0,house Belgaum,600.0,,0,0,0,0,0,0-99
71,45.0,belgaum,0.75,0,0,2,2,0,0,2.0,Maratha Colony,960.0,3.0,0,0,1,0,0,0-99
72,40.0,belgaum,0.5,0,-1,1,0,-1,-1,2.0,Tilakwadi,668.0,2.0,0,0,0,0,0,0-99
73,5.0,belgaum,0.2,1,-1,3,0,-1,-1,2.0,"Ambica heritage apartment,bhagyanagar Belgaum",862.4000000000001,1.0,0,0,0,0,0,0-99
74,95.0,belgaum,1.0,1,0,3,1,-1,1,3.0,Bhagya Nagar,1038.0,4.0,0,0,0,0,0,0-99
75,43.0,belgaum,0.5,0,-1,2,2,-1,-1,2.0,Vadagoan,950.4000000000001,2.0,0,0,0,0,0,0-99
76,31.0,belgaum,0.5,1,0,2,0,-1,0,2.0,Nanawadi,672.0,2.0,1,0,0,0,0,0-99
77,58.0,belgaum,0.25,2,90,2,1,1,1,2.0,Vadagoan,1410.0,1.0,0,1,1,0,0,0-99
78,34.0,belgaum,1.0,0,0,2,2,1,0,2.0,Shahu Nagar,867.2,4.0,0,0,1,0,0,0-99
79,55.0,belgaum,1.0,1,-1,1,0,-1,-1,2.0,Tilakwadi,608.0,4.0,0,0,0,0,0,0-99
80,42.0,belgaum,0.6666666666666666,2,-1,2,2,-1,-1,2.0,Ganeshpur,736.8000000000001,2.0,0,0,0,0,0,0-99
81,27.0,belgaum,0.4,0,90,2,2,-1,0,2.0,Prime Homes Belgaum Veerbhadra Nagar,620.0,2.0,0,0,0,0,0,0-99
82,55.0,belgaum,1.0,1,-1,2,0,-1,-1,2.0,Ganeshpur,726.4000000000001,4.0,0,0,0,0,0,0-99
83,30.0,belgaum,1.0,1,0,1,2,-1,0,1.0,neivo nakshatra apt Belgaum,680.0,3.0,0,0,0,0,0,0-99
84,29.0,belgaum,1.0,1,-1,2,2,1,-1,2.0,Tilakwadi,950.0,3.0,0,0,0,0,0,0-99
85,18.0,belgaum,0.6666666666666666,0,-1,1,0,-1,-1,2.0,Vadagoan,520.0,2.0,0,0,0,0,0,0-99
86,40.0,belgaum,0.8,1,-1,2,0,-1,-1,2.0,Sangameshwar Nagar,800.0,4.0,0,0,0,0,0,0-99
87,90.0,belgaum,0.25,2,90,2,0,1,0,3.0,Bhagya Nagar,1352.0,1.0,0,0,0,0,0,0-99
88,48.0,belgaum,0.25,1,-1,2,2,-1,-1,2.0,Adarsh nagar,1140.0,1.0,0,0,0,0,0,0-99
89,28.0,belgaum,0.75,1,-1,1,0,-1,-1,2.0,Bagalkote Belagavi Road,800.0,3.0,0,0,0,0,0,0-99
90,45.0,bhiwandi,0.0,2,-1,2,0,-1,-1,1.0,Kalher,506.4,0.0,0,0,0,0,0,0-99
91,23.0,bhiwandi,0.5,0,90,1,1,-1,0,1.0,Kalher,565.0,2.0,0,1,1,0,0,0-99
92,32.0,bhiwandi,0.25,0,-1,2,0,-1,-1,2.0,Sonale Village Bhiwandi,636.0,3.0,0,0,0,0,0,0-99
93,35.0,bhiwandi,0.2272727272727273,0,-1,1,0,-1,-1,1.0,borpada Bhiwandi,360.0,5.0,0,0,0,0,0,0-99
94,23.0,bhiwandi,1.0,0,90,2,0,-1,0,1.0,Kalher,400.0,3.0,0,0,1,0,0,0-99
95,38.0,bhiwandi,0.6666666666666666,0,-1,1,0,-1,-1,1.0,Mangal Murti housing complex Bhiwandi,545.6,10.0,0,0,0,0,0,0-99
96,12.0,bhiwandi,0.5,0,-1,1,2,-1,-1,1.0,riya residency Bhiwandi,525.0,2.0,0,0,0,0,0,0-99
97,16.0,bhiwandi,0.0,0,315,1,1,-1,0,1.0,sanjivani complax pawanputra Delveopes Bhiwandi,375.0,0.0,0,1,0,0,0,0-99
98,35.0,bhiwandi,1.0,2,-1,1,0,-1,-1,1.0,Kalher,456.0,3.0,0,0,0,0,0,0-99
99,15.0,bhiwandi,0.0,0,-1,1,0,-1,-1,1.0,kongaon Bhiwandi,510.0,0.0,0,0,0,0,0,0-99
100,32.0,bhiwandi,0.2857142857142857,1,-1,2,2,-1,1,1.0,Avachit Pada,670.0,2.0,0,0,1,0,0,0-99
101,42.0,bhiwandi,0.6666666666666666,2,90,1,0,-1,1,2.0,Kalher,480.0,2.0,0,0,1,0,0,0-99
102,35.0,bhiwandi,1.0,1,-1,1,2,-1,-1,1.0,Jai Mata Di Complex Kalher,475.0,3.0,0,0,0,0,0,0-99
103,25.0,bhiwandi,0.6666666666666666,0,90,1,0,-1,0,2.0,Kalher,556.0,2.0,0,0,0,0,0,0-99
104,30.0,bhiwandi,0.9,0,-1,1,3,-1,-1,1.0,Bhiwandi Wada Road,435.0,9.0,0,1,1,0,0,0-99
105,35.0,bhiwandi,1.0,2,-1,4,0,0,-1,2.0,Shree murlidhar projects pvt LTD Bhiwandi,854.4000000000001,4.0,0,0,0,0,0,0-99
106,30.0,bhiwandi,1.0,0,-1,1,0,-1,-1,2.0,Kalher,670.0,3.0,0,0,0,0,0,0-99
107,18.0,bhiwandi,0.75,0,-1,1,0,-1,-1,1.0,Kongaon kalyan Bhiwandi road Bhiwandi,405.6,3.0,0,0,0,0,0,0-99
108,45.0,bhiwandi,0.5714285714285714,0,0,2,1,-1,1,2.0,Mansarovar Lake Bhiwandi,730.0,8.0,0,1,0,0,0,0-99
109,125.0,bhiwandi,,0,-1,3,0,1,-1,3.0,Lodha Upper Thane Mankoli,1013.0,,1,0,0,0,0,0-99
110,,bhiwandi,0.4166666666666667,1,-1,2,0,-1,-1,2.0,Lodha Upper Thane Mankoli,605.0,10.0,0,0,0,0,0,0-99
111,18.0,bhiwandi,0.3333333333333333,0,-1,1,0,-1,-1,1.0,Waman Apartment Bhiwandi,348.0,1.0,0,0,0,0,0,0-99
112,34.0,bhiwandi,0.0,0,-1,2,2,-1,-1,2.0,Vrundavan Devrung Bhiwandi,580.0,0.0,0,0,0,0,0,0-99
113,20.0,bhiwandi,1.0,0,270,2,0,0,1,1.0,Sai Krupa complex Bhiwandi Wada Road,550.0,3.0,0,1,0,0,0,0-99
114,45.0,bhiwandi,0.5,1,-1,2,3,-1,-1,2.0,Temghar Bhiwandi,995.0,6.0,0,0,0,0,0,0-99
115,56.0,bhiwandi,0.6,0,225,2,0,1,0,1.0,Lodha Upper Thane Mankoli,457.0,12.0,0,1,0,0,0,0-99
116,28.0,bhiwandi,0.1428571428571428,1,0,1,2,-1,1,1.0,Temghar Pada,450.0,1.0,0,1,0,0,0,0-99
117,40.0,bhiwandi,0.7857142857142857,1,-1,2,3,0,0,1.0,Kamatghar,438.0,11.0,0,1,1,0,0,0-99
118,37.0,bhiwandi,0.5,1,-1,2,0,-1,-1,1.0,Kalher,496.0,2.0,0,0,0,0,0,0-99
119,27.5,bhiwandi,1.0,0,270,2,3,-1,0,1.0,Temghar Pada,464.0,15.0,0,1,1,0,0,0-99
120,,bhiwandi,1.0,0,45,2,2,-1,1,3.0,Ranjnoli Village Bhiwandi,852.0,29.0,0,1,0,0,1,0-99
121,125.0,bhiwandi,0.5,2,-1,3,0,1,0,3.0,Lodha Upper Thane Mankoli,1015.0,10.0,0,0,0,0,0,0-99
122,444.0000000000001,bhiwandi,1.0,0,-1,3,0,-1,-1,3.0,Narayan bldg Bhiwandi,1000.0,2.0,0,0,0,0,0,0-99
123,29.0,bhiwandi,0.0,0,45,2,0,-1,0,2.0,Mumbai Nasik Hwy,715.0,0.0,1,1,0,0,0,0-99
124,52.0,bhiwandi,1.0,1,-1,2,3,0,0,2.0,Kamatghar,581.0,14.0,0,0,0,0,0,0-99
125,63.0,bhiwandi,0.75,0,90,1,0,1,0,1.0,Lodha Casa Eden Mankoli,486.0,15.0,1,1,1,0,0,0-99
126,108.0,bhiwandi,0.75,0,90,3,0,1,0,3.0,Lodha Casa Eden Mankoli,815.0,15.0,1,1,1,0,0,0-99
127,70.0,bhiwandi,0.95,0,90,2,0,1,0,2.0,Lodha Casa Eden Mankoli,530.0,19.0,1,0,1,0,0,0-99
128,81.0,bhiwandi,0.4166666666666667,0,90,2,0,1,0,2.0,Lodha Casa Eden Mankoli,628.0,10.0,1,0,1,0,0,0-99
129,21.5,bhiwandi,0.6666666666666666,0,90,1,0,-1,0,1.0,Jai Mata Di Complex Kalher,435.0,2.0,0,0,0,0,0,0-99
130,22.0,bhiwandi,0.3333333333333333,0,-1,1,0,-1,-1,1.0,Jai Mata Di Complex Kalher,308.0,1.0,0,0,0,0,0,0-99
131,29.0,bhiwandi,0.5,1,-1,1,0,-1,-1,1.0,Mankoli,448.0,2.0,0,0,0,0,0,0-99
132,86.0,bhiwandi,0.1,0,0,2,1,1,1,2.0,Lodha Upper Thane Mankoli,663.0,2.0,0,1,0,0,0,0-99
133,50.0,bhiwandi,0.06666666666666667,1,270,1,0,1,1,1.0,Lodha Upper Thane Mankoli,404.0,2.0,0,0,1,0,0,0-99
134,127.0,bhiwandi,,0,90,3,1,1,0,3.0,Lodha Upper Thane Mankoli,1075.0,,1,1,1,0,1,0-99
135,7.0,bhiwandi,0.3333333333333333,1,-1,1,0,-1,-1,1.0,Kamatghar,230.4,1.0,0,0,0,0,0,0-99
136,20.0,bhiwandi,0.0,0,-1,1,1,-1,-1,1.0,Kalher,290.0,0.0,0,0,0,0,0,0-99
137,50.0,bhiwandi,0.4166666666666667,0,-1,2,2,-1,-1,2.0,Atlanta Eden World Bhiwandi,718.0,5.0,0,1,0,0,0,0-99
138,14.0,bhiwandi,0.0,0,-1,1,0,-1,-1,1.0,Balaji apartment Bhiwandi,480.0,0.0,0,0,0,0,0,0-99
139,44.5,bhiwandi,0.08333333333333333,1,-1,2,0,-1,-1,2.0,Kamatghar,740.0,1.0,0,0,0,0,0,0-99
140,45.0,bhiwandi,0.75,0,-1,1,1,-1,-1,1.0,Bhiwandi,600.0,3.0,0,0,0,0,0,0-99
141,26.0,bhiwandi,0.3333333333333333,0,-1,1,0,-1,-1,1.0,Kalher,528.8000000000001,1.0,0,0,0,0,0,0-99
142,24.0,bhiwandi,1.0,0,-1,1,2,-1,-1,1.0,Ashtavinayak Enclave Kalher,400.0,3.0,0,0,0,0,0,0-99
143,39.0,bhiwandi,0.6666666666666666,1,-1,1,0,-1,-1,1.0,Pavanputra Residency Kalher,506.4,2.0,0,0,0,0,0,0-99
144,46.0,bhiwandi,0.25,0,-1,2,2,-1,-1,2.0,Kamatghar,750.0,3.0,0,1,1,0,0,0-99
145,25.0,bhiwandi,1.0,1,0,1,0,-1,0,1.0,Bhiwandi Wada Road,650.0,3.0,0,0,0,0,0,0-99
146,43.4,bhiwandi,0.4,2,90,2,4,-1,0,2.0,Temghar Pada,750.0,6.0,0,1,0,0,0,0-99
147,30.0,bhiwandi,0.07142857142857142,1,-1,1,2,-1,0,1.0,Mumbai Nasik Hwy,400.0,1.0,0,0,0,0,0,0-99
148,120.0,bhiwandi,0.3,0,-1,3,1,0,0,3.0,Lodha Upper Thane Mankoli,1075.0,6.0,0,1,0,0,0,0-99
149,69.0,bhiwandi,0.7333333333333333,1,45,2,3,-1,0,2.0,Arihant City Phase 2 Bhiwandi,668.0,11.0,0,1,0,0,0,0-99
150,68.3,bhiwandi,0.4,1,45,2,0,1,0,2.0,Lodha Upper Thane Mankoli,613.0,8.0,0,1,0,0,0,0-99
151,105.0,bhiwandi,0.2173913043478261,1,45,3,0,1,0,3.0,Lodha Upper Thane Mankoli,875.0,5.0,0,1,0,0,0,0-99
152,130.0,bhiwandi,0.4347826086956522,1,45,3,1,1,0,3.0,Lodha Upper Thane Mankoli,1075.0,10.0,0,1,0,0,0,0-99
153,34.9,bhiwandi,0.1428571428571428,0,-1,2,3,-1,-1,2.0,Kamatghar,850.0,1.0,0,0,0,0,0,0-99
154,20.0,bhiwandi,,-1,-1,0,0,-1,-1,1.0,Naigaon Bhiwandi,480.0,,0,0,0,0,0,0-99
155,98.0,bhiwandi,0.35,1,45,2,1,-1,2,2.0,Lodha Upper Thane Mankoli,663.0,7.0,0,0,1,0,0,0-99
156,78.0,bhiwandi,0.04761904761904762,2,-1,2,2,-1,-1,2.0,Lodha Upper Thane Mankoli,687.0,1.0,0,0,0,0,0,0-99
157,62.0,bhiwandi,0.3,0,-1,2,0,1,0,1.0,Lodha Upper Thane Mankoli,458.0,6.0,0,0,0,0,0,0-99
158,37.5,bhiwandi,0.1428571428571428,0,-1,2,0,-1,-1,2.0,Ashtavinayak co op hsc society Bhiwandi,877.6,1.0,0,0,0,0,0,0-99
159,20.0,bhiwandi,0.75,1,-1,1,0,-1,-1,1.0,Kalher,388.0,3.0,0,0,0,0,0,0-99
160,21.0,bhiwandi,0.5,1,-1,2,2,-1,-1,1.0,Kalher,485.0,2.0,0,0,0,0,0,0-99
161,139.0,bhiwandi,0.25,0,90,3,2,1,0,3.0,Lodha Upper Thane Mankoli,1014.0,5.0,1,0,1,0,0,0-99
162,56.9,bhiwandi,0.25,0,90,1,0,0,0,1.0,Lodha Upper Thane Mankoli,418.0,5.0,1,0,1,0,0,0-99
163,320.0,bhiwandi,0.3333333333333333,1,-1,2,0,-1,-1,2.0,Kalher,536.0,1.0,0,0,0,0,0,0-99
164,54.0,bhiwandi,0.0,1,-1,2,0,-1,-1,1.0,Lodha Upper Thane Mankoli,447.2,0.0,0,0,0,0,0,0-99
165,62.0,bhiwandi,0.7333333333333333,1,-1,1,2,-1,-1,2.0,Mumbai Nasik Hwy,673.0,11.0,0,0,0,0,0,0-99
166,14.0,bhiwandi,0.6666666666666666,1,-1,1,0,-1,-1,1.0,Kalher,345.0,2.0,0,0,0,0,0,0-99
167,95.0,bhiwandi,0.6,0,90,2,1,-1,0,2.0,Lodha Upper Thane Mankoli,613.0,12.0,0,1,0,0,0,0-99
168,60.0,bhiwandi,0.9285714285714286,1,45,2,2,0,0,2.0,Bhiwandi Wada Road,660.8000000000001,13.0,0,0,0,0,0,0-99
169,63.0,bhiwandi,0.55,0,90,2,2,1,0,2.0,Lodha Upper Thane Mankoli,520.0,11.0,0,1,1,0,0,0-99
170,99.0,bhiwandi,0.5238095238095238,0,90,3,3,1,0,3.0,Lodha Upper Thane Mankoli,816.0,11.0,0,1,1,0,0,0-99
171,28.0,bhiwandi,0.3333333333333333,0,-1,1,1,-1,-1,1.0,Roopkamal Plaza Kalher,408.0,1.0,0,0,0,0,0,0-99
172,50.0,bhiwandi,0.7272727272727273,0,-1,1,0,-1,-1,1.0,Lodha Upper Thane Mankoli,380.0,16.0,0,0,0,0,0,0-99
173,60.0,bhiwandi,0.9,2,-1,2,0,-1,-1,1.0,Lodha Upper Thane Mankoli,388.8,18.0,0,0,0,0,0,0-99
174,58.0,bhiwandi,0.75,1,-1,2,0,-1,-1,2.0,Kalher,752.0,3.0,0,0,0,0,0,0-99
175,35.0,bhiwandi,0.0,0,270,1,0,-1,1,1.0,Kalher,565.0,0.0,0,1,0,0,0,0-99
176,28.0,bhiwandi,0.5,2,-1,2,0,-1,-1,1.0,S S Apartment Near Lodha gate no2 Upper Thane Bhiwandi,528.0,2.0,0,0,0,0,0,0-99
177,14.0,bhiwandi,0.6666666666666666,0,-1,1,0,-1,0,1.0,Mankoli,360.0,2.0,1,0,0,0,0,0-99
178,62.0,bhiwandi,0.5,2,225,2,0,-1,1,1.0,Lodha Upper Thane Mankoli,480.0,9.0,0,1,1,0,1,0-99
179,70.0,bhiwandi,0.45,1,-1,2,0,-1,-1,2.0,lodha upper thane Bhiwandi,580.0,9.0,0,0,0,0,0,0-99
180,35.0,jodhpur,0.5555555555555556,1,-1,2,2,-1,0,2.0,Pal Gaon,800.0,5.0,0,1,1,0,0,0-99
181,40.0,jodhpur,0.3333333333333333,0,-1,2,1,-1,-1,2.0,Pal Road,1150.0,1.0,0,0,0,0,0,0-99
182,32.0,jodhpur,1.0,0,270,2,2,-1,0,2.0,Valley Jodhpur,1000.0,2.0,0,1,1,0,0,0-99
183,105.0,jodhpur,1.0,0,0,4,4,-1,1,4.0,Pal Road,1850.0,4.0,0,1,1,0,1,0-99
184,37.0,jodhpur,0.2222222222222222,0,90,3,0,1,0,3.0,"shobhatiyon ki dhani, Jodhpur Jodhpur",629.0,2.0,0,1,0,0,0,0-99
185,17.0,jodhpur,0.25,2,-1,1,0,-1,-1,1.0,Sangariya,280.0,1.0,0,0,0,0,0,0-99
186,160.0,jodhpur,0.0,0,270,2,1,-1,0,3.0,Shashtri Nagar,1500.0,0.0,0,0,1,0,0,0-99
187,15.0,jodhpur,0.2,2,-1,1,0,-1,-1,1.0,Arihant Anchal Jhanwar Road,304.0,1.0,0,0,0,0,0,0-99
188,30.0,jodhpur,0.4,2,-1,2,1,-1,-1,2.0,jai ambay residency Jodhpur,800.0,2.0,0,0,0,0,0,0-99
189,55.0,jodhpur,0.2727272727272727,1,0,2,4,-1,-1,2.0,Mangaldeep Majestick Vaishnav Colony,1000.0,3.0,0,0,0,0,0,0-99
190,40.0,jodhpur,1.0,1,-1,2,0,-1,-1,2.0,Vimlaanchal 2/3 BHK Flats Jodhpur,806.4000000000001,7.0,0,0,0,0,0,0-99
191,38.0,jodhpur,0.3571428571428572,0,270,2,3,-1,0,2.0,Mangaldeep Palbalaji Pal Road,1040.0,5.0,0,0,1,0,0,0-99
192,25.0,jodhpur,0.6363636363636364,1,-1,2,0,-1,-1,2.0,Marwar Apartment Sector 14 Chopasni Housing Board,800.0,7.0,0,0,0,0,0,0-99
193,31.0,jodhpur,,-1,-1,0,0,-1,-1,1.0,"Johari Apartment,opp.Khass Bagh, Ratanada Jodhpur",396.0,,0,0,0,0,0,0-99
194,45.0,jodhpur,1.0,0,-1,3,3,1,-1,3.0,Jodhpur,1000.0,5.0,0,0,0,0,0,0-99
195,70.0,jodhpur,0.25,1,-1,3,0,-1,-1,3.0,Ratanada,960.0,1.0,0,0,0,0,0,0-99
