Index,Price (in lakhs),City,Floor (Ratio),Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,BHK,Location,Final Carpet Area (in sqft),CurrentFloor,Transaction,Garden/Park,Main Road,Not Available,Pool
170,60.0,ranchi,0.4,1,90,2,0,0,0,3.0,Morabadi,1080.0,2.0,0,1,0,0,0
171,55.0,ranchi,1.0,1,45,2,3,1,0,3.0,Namkum,1200.0,4.0,0,0,0,0,0
172,50.0,ranchi,0.75,0,90,2,3,-1,0,3.0,Shyama Enclave Singh More,1132.0,3.0,0,0,0,0,0
173,40.3,ranchi,,0,-1,2,0,-1,-1,2.0,Sri Krishna Residency Ratu Road,728.0,,1,0,0,0,0
174,59.8,ranchi,,0,-1,2,0,-1,-1,3.0,Sri Krishna Residency Ratu Road,1072.0,,1,0,0,0,0
175,62.7,ranchi,,0,-1,2,0,-1,-1,3.0,Sri Krishna Residency Ratu Road,1128.0,,1,0,0,0,0
176,38.0,ranchi,0.5,0,90,2,3,-1,0,3.0,Morabadi,1016.0,2.0,1,0,1,0,0
177,94.0,ranchi,0.4,1,180,2,2,1,0,3.0,Cheshire Home Road,1400.0,2.0,0,0,0,0,0
178,50.0,ranchi,0.6666666666666666,1,-1,2,2,-1,-1,3.0,Latma Road,1300.0,2.0,0,0,0,0,0
179,35.0,ranchi,0.5,0,225,2,2,-1,0,3.0,Harihar Singh Road,830.4000000000001,2.0,0,1,0,0,0
180,56.4,ranchi,1.0,2,180,2,2,-1,0,2.0,Raghunath Garden mukchund toli pragati path Ranchi,1010.0,4.0,0,1,1,0,0
181,60.0,ranchi,0.4,0,-1,2,3,-1,-1,3.0,Pratibha Apartment ,1410.0,2.0,0,0,0,0,0
182,62.3,ranchi,1.0,0,-1,2,5,-1,-1,3.0,Morabadi,1029.0,4.0,0,0,0,0,0
183,28.0,ranchi,0.5,2,-1,2,1,-1,-1,3.0,Vastu Vihar Hardag,1000.0,2.0,0,0,0,0,0
184,70.0,ranchi,0.3333333333333333,0,-1,2,2,-1,-1,3.0,Singh More,1200.0,1.0,0,0,0,0,0
185,52.0,ranchi,0.25,0,45,2,3,1,0,3.0,Argora,1000.0,1.0,0,0,0,0,0
186,31.0,ranchi,0.75,1,90,2,2,1,0,2.0,Morabadi,1060.0,3.0,0,1,1,0,0
187,64.8,ranchi,0.3333333333333333,0,90,2,3,1,0,3.0,Global Residency Kathal More,1152.0,2.0,0,0,0,0,0
188,50.0,ranchi,0.2222222222222222,2,90,2,2,1,-1,2.0,Vasundhara Garden Harihar Singh Road,780.0,2.0,0,0,0,0,0
189,30.0,ranchi,1.0,2,-1,2,2,-1,-1,2.0,Amethiya Nagar,950.0,4.0,0,0,0,0,0
190,44.7,ranchi,0.75,0,90,2,2,-1,0,3.0,Namkum,1050.0,3.0,1,1,1,0,0
191,31.0,ranchi,0.75,1,90,2,2,1,0,2.0,Morabadi Bariatu Road,1060.0,3.0,0,1,1,0,0
192,48.0,ranchi,0.5,0,45,2,3,1,0,3.0,Hesag,1160.0,2.0,0,0,0,0,0
193,49.0,ranchi,0.5,0,0,2,3,-1,0,3.0,Bariatu,1250.0,2.0,0,1,1,0,0
194,40.0,ranchi,0.5,0,45,2,2,1,0,2.0,Singh More,680.0,2.0,0,0,0,0,0
195,41.0,ranchi,0.25,1,-1,2,1,-1,-1,2.0,Hariman Residency Ranchi,992.0,1.0,0,0,0,0,0
196,35.6,ranchi,0.5,0,45,2,2,1,0,2.0,Argora,792.0,2.0,0,0,0,0,0
197,42.0,ranchi,0.5,0,90,1,1,-1,0,2.0,Sri Ram Enclave Vikash Nagar,800.0,2.0,0,1,1,0,0
198,50.0,ranchi,1.0,0,90,2,2,1,0,3.0,chirondi Ranchi,1152.0,3.0,0,0,1,0,0
199,60.0,ranchi,1.0,0,-1,2,3,-1,-1,3.0,North Office Para,1000.0,4.0,0,0,0,0,0
200,48.0,ranchi,0.8,1,225,2,2,1,0,3.0,Argora,1250.0,4.0,0,0,0,0,0
201,80.0,ranchi,0.75,2,-1,2,2,-1,-1,3.0,Kokar,1150.0,3.0,0,0,0,0,0
202,37.0,ranchi,0.25,0,0,2,1,-1,0,2.0,Morabadi,720.0,1.0,0,0,0,0,0
203,200.0,ranchi,0.6666666666666666,0,-1,3,0,-1,-1,4.0,"Gautam Budh Marg, Bariatu Road Ranchi",3200.0,2.0,0,0,0,0,0
204,100.0,ranchi,0.4,1,135,3,3,-1,0,3.0,Boreya,1840.0,2.0,0,0,0,0,0
205,45.0,ranchi,0.5,0,45,2,2,1,0,2.0,Hinoo,960.0,2.0,0,0,0,0,0
206,48.0,ranchi,1.0,1,45,2,3,1,0,2.0,Morabadi,980.0,3.0,0,0,1,0,0
207,150.0,ranchi,0.4375,1,90,3,3,-1,0,3.0,Karam Toli,1680.0,7.0,0,1,0,0,0
208,46.0,ranchi,1.0,0,-1,2,0,-1,-1,3.0,Divya residency Ranchi,992.8000000000001,1.0,0,0,0,0,0
209,42.0,ranchi,0.5,2,0,2,2,1,0,2.0,Morabadi,850.0,2.0,0,0,0,0,0
210,35.0,ranchi,1.0,0,90,2,1,-1,0,2.0,Kathal More,750.0,3.0,0,0,0,0,0
211,52.0,ranchi,0.5,0,90,2,3,1,0,3.0,Bariatu,1048.0,2.0,0,0,1,0,0
212,,ranchi,0.25,1,270,2,1,-1,0,3.0,Shanti Enclave Ashok Nagar,1120.0,1.0,0,0,1,0,0
213,48.0,ranchi,0.6666666666666666,0,-1,2,1,-1,0,3.0,Sri Sai City Ranchi,1224.0,2.0,0,0,0,0,0
214,71.0,ranchi,0.25,0,90,2,3,1,0,3.0,Chiraundi,1565.0,1.0,0,0,0,0,0
215,45.0,ranchi,0.75,1,-1,2,2,-1,0,2.0,Dev Kiran Apartment Lalpur,1000.0,3.0,1,1,0,0,0
216,115.0,ranchi,0.5,1,90,3,2,-1,0,3.0,Vasundhara Palm Island Karam Toli,1360.0,5.0,0,1,1,0,1
217,65.5,ranchi,0.2222222222222222,0,90,3,3,-1,3,3.0,Dream Tower Pundag,1180.0,2.0,0,1,1,0,1
218,63.0,ranchi,0.4,1,45,3,3,-1,0,3.0,South Office Para,1188.0,2.0,0,0,1,0,0
219,66.0,ranchi,0.6666666666666666,0,45,2,1,-1,-1,3.0,Narayani Puram Namkum,1188.0,8.0,0,1,1,0,1
220,68.0,ranchi,0.3333333333333333,2,45,2,2,1,0,3.0,Bariatu,1500.0,1.0,1,0,1,0,0
221,75.0,ranchi,0.5,1,-1,2,2,-1,0,2.0,Morabadi,876.0,2.0,0,0,1,0,0
222,35.0,ranchi,0.6666666666666666,0,90,2,1,-1,0,2.0,Dibdih,600.0,2.0,0,1,1,0,0
223,54.0,ranchi,1.0,0,90,2,2,-1,0,3.0,Pundag,1224.0,5.0,1,0,1,0,0
224,90.0,ranchi,0.5,1,45,2,3,1,0,3.0,Ashok Nagar Ranchi Ashok Nagar,1800.0,3.0,1,1,1,0,0
225,65.0,ranchi,0.6666666666666666,1,90,2,2,1,0,3.0,Harihar Singh Road,1271.0,2.0,0,0,1,0,0
226,51.0,ranchi,0.3333333333333333,0,90,2,3,1,0,3.0,Kokar,1224.0,1.0,0,0,1,0,0
227,51.0,ranchi,0.3333333333333333,1,45,2,3,-1,3,2.0,Khelgaon Housing Society Booty Ranchi Khelgaon,860.0,3.0,0,1,0,0,0
228,58.0,ranchi,0.8,1,-1,2,0,-1,-1,3.0,"Hawai Nagar, Ranchi Ranchi",1200.0,4.0,0,0,0,0,0
229,97.9,ranchi,1.0,0,90,2,3,1,0,3.0,Purnima Apartment Lalpur,1424.0,4.0,1,0,0,0,0
230,70.0,ranchi,1.0,1,90,2,2,1,0,3.0,Dangartoli,1100.0,4.0,0,0,1,0,0
231,58.9,ranchi,1.0,0,90,2,2,1,0,2.0,Purnima Apartment Lalpur,856.0,4.0,1,0,0,0,0
232,62.0,ranchi,0.25,1,45,2,2,1,0,3.0,Hinoo,1044.0,1.0,0,0,0,0,0
233,59.0,ranchi,0.9166666666666666,0,-1,2,2,-1,-1,2.0,Global Platinum Argora,698.0,11.0,0,0,0,0,0
234,42.0,ranchi,0.5,0,90,2,2,1,0,2.0,Bariatu,885.0,2.0,0,0,0,0,0
235,80.0,ranchi,1.0,2,90,2,0,-1,0,3.0,Doranda,1200.0,4.0,0,0,1,0,0
236,40.0,ranchi,0.0,0,-1,2,2,-1,-1,2.0,CHIROUNDI MORHABADI RANCHI Ranchi,1000.0,0.0,0,0,0,0,0
