Index,Price (in lakhs),City,Floor (Ratio),Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,BHK,Location,Final Carpet Area (in sqft),CurrentFloor,Transaction,Garden/Park,Main Road,Not Available,Pool,Group
14,425.0,navi-mumbai,0.2368421052631579,0,45,3,3,1,0,4.0,Paradise Sai World Empire Kharghar,2043.0,9.0,1,1,1,0,1,500-999
15,400.0,navi-mumbai,0.4736842105263158,0,45,4,4,1,0,4.0,Paradise Sai World Empire Kharghar,1977.0,18.0,1,1,1,0,1,500-999
16,110.0,navi-mumbai,0.2666666666666667,0,45,2,2,1,0,2.0,Paradise Sai Crystals Kharghar,710.0,8.0,0,0,1,0,0,500-999
17,129.0,navi-mumbai,0.9166666666666666,0,45,5,3,1,0,4.0,Indiabulls Greens Panvel Panvel,1700.0,33.0,1,1,0,0,0,500-999
18,48.0,navi-mumbai,0.8571428571428571,0,-1,1,0,-1,-1,1.0,Aniruddha Enclave Kamothe,520.0,6.0,0,0,0,0,0,500-999
19,48.0,navi-mumbai,0.4285714285714285,0,-1,1,0,-1,-1,1.0,Aniruddha Enclave Kamothe,527.2,3.0,0,0,0,0,0,500-999
20,48.0,navi-mumbai,1.0,0,-1,1,0,-1,-1,1.0,Aniruddha Enclave Kamothe,520.0,7.0,0,0,0,0,0,500-999
21,165.0,navi-mumbai,,0,90,2,2,1,0,2.0,Bhagwati Greens 2 Kharghar,740.0,,1,1,1,0,1,500-999
22,32.5,navi-mumbai,0.125,1,-1,1,0,-1,-1,1.0,Chinmay Gaurang Panvel,273.0,1.0,0,0,0,0,0,500-999
23,49.0,navi-mumbai,0.1428571428571428,0,-1,1,0,-1,-1,1.0,Aniruddha Enclave Kamothe,524.0,1.0,0,0,0,0,0,500-999
24,72.0,navi-mumbai,0.6666666666666666,0,-1,1,0,-1,-1,1.0,Adhiraj Gardens Sector 5 Kharghar,600.0,2.0,0,0,0,0,0,500-999
25,105.0,navi-mumbai,0.1111111111111111,0,90,2,2,1,1,2.0,The Springs Roadpali,800.0,2.0,0,1,0,0,1,500-999
26,50.0,navi-mumbai,0.25,1,45,2,2,0,1,2.0,Pushpanarayan Complex New Panvel,712.0,1.0,0,0,1,0,0,500-999
27,220.0,navi-mumbai,0.6521739130434783,2,-1,2,3,1,0,2.0,Palm Beach Road,1020.0,15.0,0,1,1,0,0,500-999
28,375.0,navi-mumbai,0.1666666666666667,2,-1,3,1,-1,-1,3.0,Raheja Residency Sector 14 Vashi,1100.0,2.0,0,0,1,0,1,500-999
29,30.0,navi-mumbai,0.3333333333333333,0,90,2,0,0,0,1.0,Panvel,350.0,1.0,0,1,1,0,0,500-999
30,102.0,navi-mumbai,0.6428571428571429,1,90,2,2,1,0,2.0,Ulwe,760.0,9.0,1,1,1,0,0,500-999
31,27.0,navi-mumbai,0.6666666666666666,1,-1,1,1,-1,-1,1.0,Kalpavriksha Panvel,517.6,2.0,0,0,0,0,0,500-999
32,42.0,navi-mumbai,,0,90,1,2,-1,0,1.0,Chandra Darshan Hill View Karanjade,400.0,,0,0,1,0,0,500-999
33,55.0,navi-mumbai,0.4285714285714285,1,90,2,1,-1,1,1.0,Saraswati Enclave Kharghar,500.0,3.0,0,0,0,0,0,500-999
34,47.0,navi-mumbai,0.25,1,-1,1,3,-1,-1,1.0,Star Paradise Ulwe,540.0,1.0,0,0,0,0,0,500-999
35,53.0,navi-mumbai,0.7142857142857143,0,45,2,1,1,0,1.0,Ulwe,600.0,5.0,1,1,1,0,0,500-999
36,104.0,navi-mumbai,0.7894736842105263,0,90,2,3,1,1,2.0,The Springs Roadpali,850.0,15.0,0,0,1,0,0,500-999
37,20.0,navi-mumbai,0.4,0,-1,1,0,-1,0,1.0,Vichumbe,330.0,2.0,0,0,1,0,0,500-999
38,43.0,navi-mumbai,0.2,0,135,1,3,-1,-1,1.0,Vankvanis Vision Kharghar,405.0,1.0,0,1,1,0,0,500-999
39,60.0,navi-mumbai,1.0,1,90,2,2,1,0,2.0,Sai Proviso County Panvel,705.0,3.0,0,1,0,0,0,500-999
40,285.0,navi-mumbai,,0,270,3,3,-1,1,3.0,Shreyas Apartment Nerul,1100.0,,1,0,1,0,0,500-999
41,60.0,navi-mumbai,0.2307692307692308,0,-1,1,0,-1,-1,1.0,Kripa Sagar Ulwe,580.0,3.0,0,0,0,0,0,500-999
42,58.0,navi-mumbai,0.4166666666666667,0,-1,1,0,-1,-1,1.0,Kripa Sagar Ulwe,580.0,5.0,0,0,0,0,0,500-999
43,98.0,navi-mumbai,0.1666666666666667,0,-1,2,3,-1,-1,3.0,Harmony II Kharghar,980.0,1.0,0,0,0,0,0,500-999
44,,navi-mumbai,0.25,1,-1,1,0,-1,-1,2.0,Sukhshan Navi Mumbai,840.0,1.0,0,0,0,0,0,500-999
45,75.0,navi-mumbai,0.6666666666666666,2,-1,3,0,-1,-1,3.0,Krishna Leela Kalamboli,1020.0,4.0,0,0,0,0,0,500-999
46,77.0,navi-mumbai,0.4615384615384616,0,-1,2,0,-1,-1,2.0,Kripa Sagar Ulwe,772.8000000000001,6.0,0,0,0,0,0,500-999
47,66.0,navi-mumbai,0.5,0,-1,2,0,-1,-1,2.0,Arihant Amodini Taloja Panchanand,868.0,11.0,1,0,0,0,0,500-999
48,68.0,navi-mumbai,0.6956521739130435,0,-1,2,0,-1,-1,2.0,Arihant Amodini Taloja Panchanand,864.0,16.0,0,0,0,0,0,500-999
49,150.0,navi-mumbai,1.0,0,90,2,2,0,0,2.0,Shiv Mandir CHS Sanpada,560.0,6.0,0,0,0,0,0,500-999
50,67.5,navi-mumbai,0.7692307692307693,0,270,2,3,-1,1,2.0,Millenium Paradise Roadpali,660.0,10.0,0,0,1,0,0,500-999
51,67.0,navi-mumbai,0.7692307692307693,0,90,2,3,-1,1,2.0,Millenium Paradise Roadpali,660.0,10.0,0,0,1,0,0,500-999
52,70.0,navi-mumbai,0.6666666666666666,1,225,1,2,-1,0,1.0,Sector 5 Kharghar,420.0,2.0,0,1,1,0,0,500-999
53,60.0,navi-mumbai,0.75,1,0,2,1,0,1,2.0,Gauri Laxmi Ulwe Ulwe,700.0,3.0,0,1,0,0,0,500-999
54,160.0,navi-mumbai,0.3,0,90,2,3,-1,0,2.0,Shanti Green Palms Ghansoli,700.0,6.0,0,1,1,0,1,500-999
55,105.0,navi-mumbai,0.2121212121212121,1,-1,2,0,-1,-1,2.0,Hiranandani Fortune City Panvel,720.0,7.0,0,0,0,0,0,500-999
56,87.5,navi-mumbai,0.4285714285714285,1,-1,2,0,-1,-1,2.0,Icchapurti CHS Navi Mumbai,860.0,3.0,0,0,0,0,0,500-999
57,187.0,navi-mumbai,0.9130434782608695,0,90,2,2,1,0,3.0,Satyam harmony koparkhairne Navi Mumbai,950.0,21.0,0,0,1,0,1,500-999
58,203.0,navi-mumbai,0.0,0,180,2,2,1,1,3.0,Panchkamal Apartment Vashi,1200.0,0.0,0,0,1,0,0,500-999
59,70.0,navi-mumbai,0.3846153846153846,1,-1,2,0,-1,-1,2.0,Panchnand Heights Taloja,720.0,5.0,0,0,0,0,0,500-999
60,320.0,navi-mumbai,0.6428571428571429,0,45,3,2,1,0,3.0,Sanpada,1100.0,18.0,0,0,1,0,0,500-999
61,56.0,navi-mumbai,0.5,0,90,2,2,-1,0,2.0,Panvel,800.0,2.0,0,0,1,0,0,500-999
62,34.0,navi-mumbai,1.0,0,270,1,0,-1,1,1.0,Kalamboli,0.0,3.0,0,0,1,0,0,500-999
63,138.0,navi-mumbai,0.2307692307692308,0,45,3,5,1,1,3.0,Tulsi Heights Kamothe,1240.0,3.0,0,1,1,0,1,500-999
64,200.0,navi-mumbai,0.5128205128205128,1,90,2,2,1,0,2.0,Signia Waterfront Sector 12 Airoli,782.0,20.0,0,0,1,0,0,500-999
65,25.0,navi-mumbai,0.2,0,-1,1,0,-1,-1,1.0,Panvel,545.6,1.0,0,0,0,0,0,500-999
66,92.0,navi-mumbai,0.3333333333333333,0,270,2,1,-1,1,2.0,Progressive Emerald CBD Belapur,540.0,1.0,0,0,1,0,0,500-999
67,165.0,navi-mumbai,1.0,0,90,2,0,0,0,2.0,Sector 29 Vashi,700.0,6.0,0,0,1,0,0,500-999
68,130.0,navi-mumbai,0.3076923076923077,0,90,3,3,1,1,3.0,Pratik Gems Kamothe,1080.0,4.0,0,1,1,0,1,500-999
69,105.0,navi-mumbai,0.6923076923076923,1,45,3,3,1,1,3.0,Shreeraj Uma Shiv Corner Sector 19 Kamothe,1160.0,9.0,0,1,1,0,0,500-999
70,47.0,navi-mumbai,0.36,1,90,1,0,1,0,1.0,Wadhwa Wise City Panvel,400.0,9.0,0,1,0,0,0,500-999
71,120.0,navi-mumbai,0.5384615384615384,0,45,3,5,1,1,3.0,Om Shivam Arjun Kamothe,1240.0,7.0,0,1,1,0,0,500-999
72,28.0,navi-mumbai,0.5,0,270,1,2,0,-1,1.0,Panvel,480.0,2.0,0,0,0,0,0,500-999
73,160.0,navi-mumbai,0.5833333333333334,0,90,2,2,-1,1,2.0,Kalash Sankalp Nerul,750.0,7.0,0,0,1,0,0,500-999
74,55.0,navi-mumbai,0.25,0,-1,1,1,-1,0,1.0,CBD Belapur,600.0,1.0,0,1,1,0,0,500-999
75,150.0,navi-mumbai,0.8333333333333334,1,90,3,4,-1,1,3.0,Kopar Khairane,1200.0,5.0,0,0,1,0,0,500-999
76,130.0,navi-mumbai,0.7142857142857143,0,-1,2,1,-1,-1,2.0,Celebration CHS Kharghar,890.0,5.0,0,0,0,0,0,500-999
77,450.0,navi-mumbai,0.8888888888888888,0,90,3,4,1,1,3.0,Platinum Palm Woods Nerul,1333.0,16.0,1,0,1,0,0,500-999
78,90.0,navi-mumbai,0.06666666666666667,1,-1,2,2,-1,-1,2.0,Baline Residency Taloja,990.0,1.0,0,0,0,0,0,500-999
79,430.0,navi-mumbai,0.8947368421052632,0,90,4,4,1,0,4.0,Regency Gardens Sector 6 Kharghar,2000.0,17.0,0,0,0,0,0,500-999
80,76.0,navi-mumbai,0.3846153846153846,0,90,2,3,1,1,2.0,Excellence Tower Roadpali,700.0,5.0,0,0,1,0,0,500-999
81,110.0,navi-mumbai,0.4666666666666667,0,90,2,3,-1,0,2.0,GHP Sonnet Kharghar,565.0,7.0,0,1,1,0,0,500-999
82,105.0,navi-mumbai,0.2173913043478261,0,90,2,2,1,0,2.0,Sunshine Willows Ghansoli,485.0,5.0,0,1,1,0,1,500-999
83,40.0,navi-mumbai,0.25,0,-1,1,0,-1,-1,2.0,"Om Enclave CHS, Asudgaon, Navi Mumbai Navi Mumbai",384.0,1.0,0,0,0,0,0,500-999
84,36.0,navi-mumbai,1.0,-1,-1,1,0,-1,-1,1.0,Sector 24 Nerul,224.0,3.0,0,0,0,0,0,500-999
85,185.0,navi-mumbai,0.7,0,90,3,0,-1,0,3.0,Trishul Symphony Kharghar,1300.0,14.0,0,1,1,0,0,500-999
86,175.0,navi-mumbai,0.3448275862068966,0,90,3,2,-1,0,3.0,Krishh Celestia Kharghar,1122.0,10.0,0,1,1,0,0,500-999
87,210.0,navi-mumbai,0.9259259259259259,0,90,2,2,-1,1,2.0,Signia Waterfront Sector 14 Airoli,750.0,25.0,0,0,0,0,0,500-999
88,31.0,navi-mumbai,1.0,0,-1,2,2,-1,-1,1.0,Siddheshwar Taloja,400.0,4.0,0,0,0,0,0,500-999
89,72.0,navi-mumbai,0.125,1,-1,1,3,-1,-1,1.0,Shree Rajal Enclave Ghansoli,552.0,1.0,0,0,0,0,0,500-999
90,217.0,navi-mumbai,0.8333333333333334,0,90,2,1,-1,1,3.0,Sector 6 Airoli,1220.0,5.0,0,1,1,0,0,500-999
91,130.0,navi-mumbai,0.5384615384615384,0,90,2,2,-1,0,2.0,Sai Mannat Kharghar,848.0,14.0,0,1,1,0,1,500-999
92,75.0,navi-mumbai,1.0,0,-1,1,0,-1,-1,1.0,Sector 28 Nerul,504.0,4.0,0,0,0,0,0,500-999
93,250.0,navi-mumbai,0.3461538461538461,0,90,2,2,-1,0,2.0,Gahlot Majesty Seawoods,620.0,9.0,0,1,1,0,0,500-999
94,50.0,navi-mumbai,1.0,0,45,1,2,-1,-1,2.0,New Panvel East,550.0,3.0,0,1,0,0,0,500-999
95,135.0,navi-mumbai,0.2647058823529412,0,-1,2,0,-1,-1,2.0,Raheja Atlantis Ghansoli,960.0,9.0,1,0,0,0,0,500-999
96,139.0,navi-mumbai,0.1470588235294118,0,-1,2,0,-1,-1,2.0,Raheja Atlantis Ghansoli,956.0,5.0,0,0,0,0,0,500-999
97,140.0,navi-mumbai,0.5263157894736842,0,-1,2,0,-1,-1,2.0,Raheja Atlantis Ghansoli,920.0,20.0,0,0,0,0,0,500-999
98,140.0,navi-mumbai,0.5263157894736842,0,-1,2,0,-1,-1,2.0,Raheja Atlantis Ghansoli,920.0,20.0,0,0,0,0,0,500-999
99,140.0,navi-mumbai,0.2058823529411765,0,-1,2,0,-1,-1,2.0,Raheja Atlantis Ghansoli,960.0,7.0,0,0,0,0,0,500-999
100,145.0,navi-mumbai,0.2941176470588235,0,-1,2,0,-1,-1,2.0,Raheja Atlantis Ghansoli,960.0,10.0,0,0,0,0,0,500-999
101,80.0,navi-mumbai,0.8571428571428571,2,90,1,1,0,0,1.0,Swapnashilp CHS Sector 20 Kopar Khairane,500.0,6.0,0,0,0,0,0,500-999
102,44.0,navi-mumbai,1.0,0,-1,2,0,-1,-1,2.0,Taloja,800.0,12.0,0,0,0,0,0,500-999
103,65.0,navi-mumbai,0.4666666666666667,0,-1,1,0,-1,-1,1.0,Radiant Sapphire Ulwe,568.0,7.0,0,0,0,0,0,500-999
104,95.0,navi-mumbai,1.0,1,90,2,4,-1,0,2.0,Shree Trimurti Heights Sector 34A Kharghar,750.0,6.0,0,1,1,0,0,500-999
105,80.0,navi-mumbai,,1,90,1,1,-1,1,1.0,Yash Paradise Sector 8 Airoli,420.0,,0,1,1,0,0,500-999
106,440.0,navi-mumbai,1.0,2,-1,4,5,-1,-1,5.0,Rajesh Presidency Ulwe,2400.0,12.0,0,0,0,0,0,500-999
107,88.0,navi-mumbai,0.5384615384615384,0,90,2,2,0,3,2.0,Sujata Empress Owe Village,700.0,7.0,0,1,1,0,1,500-999
108,105.0,navi-mumbai,0.1,0,45,2,2,0,3,2.0,Arihant Abhilasha Sector 35I Kharghar,721.0,2.0,0,0,1,0,0,500-999
109,55.0,navi-mumbai,0.5,0,45,2,2,0,0,2.0,Sector 12 Kharghar,550.0,1.0,0,0,0,0,0,500-999
110,65.0,navi-mumbai,0.5384615384615384,0,90,1,1,0,3,1.0,Sujata Empress Owe Village,450.0,7.0,0,1,1,0,1,500-999
111,35.0,navi-mumbai,0.75,0,-1,1,0,-1,-1,1.0,Jewel Residency New Panvel,517.6,3.0,0,0,0,0,0,500-999
112,36.0,navi-mumbai,0.75,1,-1,2,2,-1,-1,1.0,Panvel,500.0,3.0,0,0,0,0,0,500-999
113,325.0,navi-mumbai,0.6666666666666666,1,45,6,2,1,0,5.0,Nerul East,1800.0,2.0,0,0,1,0,0,500-999
114,26.0,navi-mumbai,0.25,0,45,1,1,-1,0,1.0,Ulwe,286.0,1.0,0,0,1,0,0,500-999
115,130.0,navi-mumbai,0.6666666666666666,0,90,3,3,1,3,3.0,Patel Paradise Owe Village,1000.0,10.0,0,0,1,0,0,500-999
116,155.0,navi-mumbai,0.6875,0,90,2,1,1,1,2.0,Sector 5 Kopar Khairane,700.0,11.0,0,1,1,0,0,500-999
117,109.0,navi-mumbai,0.2307692307692308,0,-1,2,0,-1,-1,2.0,SM Vision Ulwe,1000.0,3.0,1,0,0,0,0,500-999
118,109.0,navi-mumbai,0.3333333333333333,0,-1,2,0,-1,-1,2.0,SM Vision Ulwe,996.0,4.0,1,0,0,0,0,500-999
119,113.0,navi-mumbai,0.5714285714285714,0,-1,2,0,-1,-1,2.0,SM Vision Ulwe,992.0,8.0,1,0,0,0,0,500-999
120,115.0,navi-mumbai,0.1818181818181818,0,-1,2,0,-1,-1,2.0,SM Vision Sector 19B Ulwe,1000.0,2.0,0,0,0,0,0,500-999
121,,navi-mumbai,0.25,1,-1,1,1,-1,-1,1.0,Seawoods,340.0,1.0,0,0,0,0,0,500-999
122,33.0,navi-mumbai,1.0,0,90,1,0,-1,1,1.0,Kailash Sadan Roadpali,400.0,7.0,0,0,1,0,0,500-999
123,72.0,navi-mumbai,0.7692307692307693,0,45,1,3,1,1,1.0,Sadguru Universal Panvel,440.0,10.0,0,1,1,0,1,500-999
124,90.0,navi-mumbai,0.125,2,-1,2,0,0,-1,2.0,Panvel,816.0,1.0,0,0,0,0,0,500-999
125,95.0,navi-mumbai,0.0,0,90,1,0,0,0,2.0,"Ahura chs, sector 11, Kharghar Navi Mumbai",684.8000000000001,0.0,0,0,0,0,0,500-999
126,87.8,navi-mumbai,0.6153846153846154,0,45,2,5,0,1,2.0,Maitri Street Khandeshhwar,740.0,8.0,0,0,0,0,0,500-999
127,80.0,navi-mumbai,,0,90,2,2,1,0,2.0,Crescent Height Kharghar,750.0,,0,0,1,0,0,500-999
128,47.0,navi-mumbai,,1,0,2,3,0,0,2.0,Fortune Belleza Panvel,695.0,,1,1,0,0,0,500-999
129,345.0,navi-mumbai,0.3571428571428572,0,45,3,3,1,0,3.0,The Palms Nerul,0.0,5.0,0,1,1,0,1,500-999
130,112.0,navi-mumbai,0.7857142857142857,0,90,2,0,-1,0,2.0,Kopar Khairane,800.0,11.0,0,0,1,0,0,500-999
131,,navi-mumbai,0.6,0,90,2,2,0,0,1.0,Konnark Gardens Chindhran,520.0,3.0,0,1,1,0,1,500-999
132,48.0,navi-mumbai,0.25,1,45,1,3,-1,0,1.0,Ambaji Park Navi Mumbai,516.0,1.0,0,1,0,0,0,500-999
133,130.0,navi-mumbai,0.4,1,45,2,2,1,1,2.0,Paradise Sai Crystals Kharghar,785.0,12.0,0,1,1,0,1,500-999
134,125.0,navi-mumbai,,1,90,2,2,1,0,2.0,Kharghar,790.0,,0,1,1,0,0,500-999
135,76.0,navi-mumbai,,0,90,2,3,1,0,2.0,Kharghar,750.0,,1,1,1,0,0,500-999
136,90.0,navi-mumbai,,0,90,2,1,-1,0,2.0,Kharghar,745.0,,0,0,1,0,0,500-999
137,84.0,navi-mumbai,0.2941176470588235,1,-1,2,0,-1,-1,2.0,Simrans Sapphire Sector 35I Kharghar,840.0,5.0,0,0,0,0,0,500-999
138,300.0,navi-mumbai,0.9333333333333333,0,90,4,1,-1,0,4.0,Jimmy Tower Vashi,1200.0,14.0,0,1,1,0,0,500-999
139,105.0,navi-mumbai,0.1818181818181818,0,-1,2,0,-1,-1,2.0,Monarch Luxuria Sector 18 Khargar,900.0,4.0,0,0,0,0,0,500-999
140,105.0,navi-mumbai,0.1428571428571428,0,-1,2,0,-1,-1,2.0,Monarch Luxuria Kharghar,900.0,3.0,0,0,0,0,0,500-999
141,170.0,navi-mumbai,0.6,0,90,3,4,1,0,4.0,Mita Heights Sector 20 Kharghar,1080.0,9.0,0,1,1,0,0,500-999
142,80.0,navi-mumbai,0.25,0,-1,2,0,-1,-1,2.0,Nerul West,600.0,1.0,0,0,0,0,0,500-999
143,40.0,navi-mumbai,0.2307692307692308,-1,-1,1,0,-1,-1,1.0,Taloja,623.2,3.0,0,0,0,0,0,500-999
144,270.0,navi-mumbai,0.8275862068965517,1,45,2,2,1,0,2.0,Bhagwati Greens Sector 23 Kharghar,900.0,24.0,0,0,1,0,0,500-999
145,88.0,navi-mumbai,0.75,0,-1,2,1,-1,1,2.0,Roadpali,792.0,9.0,0,0,0,0,0,500-999
146,68.0,navi-mumbai,0.7142857142857143,0,90,2,1,0,1,1.0,Koperkhairane Annex Kopar Khairane,440.0,5.0,0,0,1,0,0,500-999
147,137.0,navi-mumbai,0.3,2,-1,2,0,-1,1,2.0,Blacksmith Tower I Sector 6 Airoli,700.0,6.0,0,0,0,0,0,500-999
148,115.0,navi-mumbai,0.5555555555555556,0,-1,2,3,0,1,2.0,Roadpali,1000.0,10.0,0,1,1,0,1,500-999
149,55.0,navi-mumbai,0.875,0,-1,2,0,-1,-1,1.0,Al Yusra Elegant Heights Kalamboli,480.0,7.0,0,0,0,0,0,500-999
150,180.0,navi-mumbai,0.5,0,90,3,4,-1,0,3.0,Delta Ulwe,1125.0,7.0,0,1,1,0,0,500-999
151,75.0,navi-mumbai,0.4285714285714285,0,90,2,4,1,1,2.0,Sector 35I Kharghar,650.0,3.0,0,0,1,0,1,500-999
152,107.0,navi-mumbai,0.5384615384615384,0,45,2,3,-1,0,2.0,Gami Trixie Ulwe,750.0,7.0,0,0,1,0,0,500-999
153,35.0,navi-mumbai,0.5,0,90,2,3,1,1,2.0,Rasayani,608.0,2.0,0,1,1,0,0,500-999
154,33.0,navi-mumbai,0.25,0,-1,1,3,-1,-1,1.0,Omkar Residency Panvel,415.0,1.0,0,0,0,0,0,500-999
155,325.0,navi-mumbai,0.3333333333333333,2,-1,2,0,-1,-1,2.0,Seawoods Estate Sector 50 Seawoods,800.0,4.0,0,0,0,0,0,500-999
156,69.0,navi-mumbai,0.7647058823529411,2,90,1,3,0,0,1.0,Nisarg Hyde Park Kharghar,460.0,13.0,0,1,1,0,1,500-999
157,,navi-mumbai,0.3333333333333333,0,-1,2,0,-1,-1,2.0,Panvel,777.6,1.0,0,0,0,0,0,500-999
158,46.0,navi-mumbai,0.6,0,-1,1,0,-1,-1,1.0,Dev Samruddhi Kharghar,520.0,3.0,0,0,0,0,0,500-999
159,98.0,navi-mumbai,0.5714285714285714,2,45,2,1,-1,0,2.0,Sai Harmony Ulwe,700.0,4.0,0,1,1,0,0,500-999
160,36.0,navi-mumbai,0.5,0,90,1,2,-1,1,1.0,Rajal Park Kalamboli,400.0,2.0,0,0,1,0,0,500-999
161,60.0,navi-mumbai,0.75,1,-1,2,0,-1,-1,1.0,Hiranandani Fortune City Panvel,612.0,9.0,0,0,0,0,0,500-999
162,78.0,navi-mumbai,0.3333333333333333,0,90,1,1,-1,1,1.0,Arihant Airoli,400.0,2.0,0,0,1,0,0,500-999
163,45.0,navi-mumbai,,0,90,1,2,0,0,1.0,Kharghar,450.0,,0,0,1,0,0,500-999
164,60.0,navi-mumbai,,0,0,1,2,0,0,1.0,Kharghar,475.0,,0,0,1,0,0,500-999
165,18.0,navi-mumbai,0.25,0,-1,1,0,-1,-1,1.0,Mahalaxmi Aangan Panvel,406.4,1.0,0,0,0,0,0,500-999
166,110.0,navi-mumbai,0.631578947368421,0,90,2,2,1,3,2.0,Paradise Sai Wonder Owe Village,700.0,12.0,0,1,1,0,1,500-999
167,90.0,navi-mumbai,0.3333333333333333,1,-1,2,0,-1,-1,2.0,Rajnigandha Apartment Kopar Khairane,480.0,1.0,0,0,0,0,0,500-999
168,170.0,navi-mumbai,,0,90,3,3,1,0,3.0,Paradise Sai Miracle Kharghar,1200.0,,0,1,1,0,1,500-999
169,65.0,navi-mumbai,,0,90,2,2,0,0,1.0,Kharghar,475.0,,0,1,1,0,1,500-999
170,43.0,navi-mumbai,,0,90,1,2,0,0,1.0,Kharghar,475.0,,0,0,1,0,0,500-999
171,,navi-mumbai,0.6666666666666666,0,90,2,3,-1,0,2.0,Nirman Homes Panvel,700.0,2.0,0,0,0,0,0,500-999
172,22.5,navi-mumbai,0.25,0,-1,1,1,-1,-1,1.0,Panvel,308.0,1.0,0,0,0,0,0,500-999
173,42.0,navi-mumbai,1.0,0,-1,1,0,1,-1,1.0,Kharghar,450.0,4.0,0,0,0,0,0,500-999
174,55.0,navi-mumbai,1.0,0,90,2,3,1,1,1.0,Sai Udanda Roadpali,450.0,14.0,0,0,1,0,0,500-999
175,165.0,navi-mumbai,0.05,0,0,2,2,1,3,2.0,Paradise Sai World Empire Sector 36 Kharghar,870.0,2.0,1,0,0,0,1,500-999
176,92.0,navi-mumbai,0.1818181818181818,0,90,2,2,1,0,2.0,Simran Saffire Sector 34 Kharghar,840.0,2.0,0,0,0,0,0,500-999
177,65.0,navi-mumbai,1.0,1,-1,1,0,-1,1,1.0,Sector 8B CBD Belapur,460.8,3.0,0,0,1,0,0,500-999
178,80.5,navi-mumbai,1.0,0,90,3,1,-1,-1,3.0,Usarli Khurd,1490.0,2.0,0,1,0,0,0,500-999
179,30.0,navi-mumbai,0.5714285714285714,0,-1,1,0,-1,-1,1.0,Solanki Homes Navde,504.0,4.0,0,0,0,0,0,500-999
180,59.0,navi-mumbai,0.6666666666666666,0,-1,2,0,-1,-1,2.0,Greenwood Estate Panvel,890.0,2.0,0,0,0,0,0,500-999
181,115.0,navi-mumbai,0.75,0,90,2,4,-1,0,3.0,New Panvel East,960.0,3.0,0,0,1,0,0,500-999
182,600.0,navi-mumbai,0.75,0,90,4,5,1,0,4.0,Sector 21 Kharghar,2880.0,18.0,0,0,0,0,0,500-999
183,65.0,navi-mumbai,0.8333333333333334,1,-1,2,0,-1,-1,1.0,Uma Paradise Taloja,860.0,10.0,0,0,0,0,0,500-999
184,94.0,navi-mumbai,0.08695652173913043,0,90,2,2,1,3,2.0,Juhi Niharika Residency Owe Village,700.0,2.0,0,1,1,0,1,500-999
185,50.0,navi-mumbai,0.1428571428571428,0,0,1,1,-1,0,1.0,Suncity Reva Roadpali,500.0,1.0,0,1,0,0,0,500-999
186,195.0,navi-mumbai,0.6923076923076923,0,90,2,5,1,3,3.0,Sai Mannat Kharghar,1092.0,18.0,0,1,1,0,1,500-999
