Index,Price (in lakhs),City,Floor (Ratio),Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,BHK,Location,Final Carpet Area (in sqft),CurrentFloor,Transaction,Garden/Park,Main Road,Not Available,Pool
8050,107.0,hyderabad,0.8,1,0,3,2,1,0,3.0,Silicon Ridge Attapur,1700.0,4.0,0,1,0,0,0
8051,90.0,hyderabad,0.5,0,-1,3,1,-1,-1,3.0,Saidabad,1602.0,3.0,0,0,0,0,0
8052,93.0,hyderabad,,0,-1,3,0,1,-1,3.0,"Empire Meadows Miyapur, NH 9",1272.0,,1,0,0,0,0
8053,60.0,hyderabad,0.6666666666666666,0,-1,2,2,-1,-1,3.0,"Kollur, Outer Ring Road",1200.0,10.0,0,0,0,0,0
8054,67.9,hyderabad,0.4,0,90,2,0,-1,-1,2.0,"Alkapur Township, Manikonda, Outer Ring Road",880.0,2.0,0,0,1,0,0
8055,52.0,hyderabad,,-1,-1,0,0,-1,-1,2.0,ELV Glory Heights Bandlaguda Jagir,772.0,,0,0,0,0,0
8056,114.0,hyderabad,0.8,1,-1,3,0,-1,-1,3.0,"Incor Bonsai Homes Tellapur, Outer Ring Road",1512.8,4.0,0,0,0,0,0
8057,576.0,hyderabad,,0,-1,3,0,1,0,3.0,Mailardevpally,1360.0,,1,0,0,0,0
8058,47.8,hyderabad,0.6,0,-1,2,1,-1,-1,3.0,"Sivah Chapter One Kukatpally, NH 9",956.0,3.0,1,0,0,0,0
8059,35.0,hyderabad,1.0,0,270,2,1,-1,0,2.0,North Lalaguda,770.0,2.0,0,0,0,0,0
8060,398.0,hyderabad,0.5,1,0,4,1,1,0,4.0,Kakatiya Hills Vasanth Nagar Colony,3600.0,2.0,1,1,0,0,0
8061,55.0,hyderabad,0.5,0,-1,2,0,-1,-1,2.0,"BK Guda, Sanjeeva Reddy Nagar, NH 9",950.0,1.0,0,0,0,0,0
8062,56.0,hyderabad,0.5,0,-1,2,1,-1,-1,2.0,Saket Kosala Kapra,960.0,2.0,0,0,0,0,0
8063,,hyderabad,0.6,2,180,3,3,-1,0,3.0,Puppalguda Puppalguda,1175.0,3.0,0,0,0,0,0
8064,140.0,hyderabad,0.4,1,90,3,2,-1,0,3.0,Manikonda Jagir,1700.0,2.0,0,0,1,0,0
8065,158.0,hyderabad,0.1,0,90,3,1,1,0,3.0,"Lansum Eden Gardens CMC Enclave, Kondapur",1323.0,1.0,1,1,1,0,0
8066,69.0,hyderabad,1.0,2,90,2,1,1,0,2.0,Sanjanas Courtyard Kandlakoya,956.0,5.0,0,1,0,0,0
8067,,hyderabad,0.4,1,-1,3,0,-1,-1,2.0,Seethaphalmandi,720.0,2.0,0,0,0,0,0
8068,68.1,hyderabad,0.4,0,270,2,2,1,0,2.0,NLC Aadya Ameenpur,233.0,2.0,1,0,1,0,0
8069,60.0,hyderabad,0.4444444444444444,1,270,2,0,1,0,2.0,VSS Nandadeep Bowenpally,1000.0,4.0,0,0,1,0,0
8070,47.0,hyderabad,0.2,0,90,2,1,-1,0,2.0,Parijatha Pride Shamirpet,1000.0,1.0,0,0,1,0,1
8071,240.0,hyderabad,0.6153846153846154,0,90,3,1,1,0,3.0,SMR Vinay Iconia Kondapur,1830.0,16.0,1,1,1,0,0
8072,398.0,hyderabad,0.75,1,0,4,1,1,0,4.0,Kakatiya Hills Vasanth Nagar Colony,3600.0,3.0,1,1,0,0,0
8073,630.0,hyderabad,0.3428571428571429,2,270,4,2,1,0,3.0,My Home Bhooja Hitech City,2076.0,12.0,0,1,1,0,1
8074,40.0,hyderabad,1.0,0,-1,2,2,1,0,2.0,"Chaitanyapuri, Kothapet",688.0,5.0,0,0,0,0,0
8075,398.0,hyderabad,0.25,1,0,4,1,1,0,4.0,Kakatiya Hills Vasanth Nagar Colony,3600.0,1.0,1,1,0,0,0
8076,120.0,hyderabad,0.2,1,-1,3,0,-1,-1,3.0,Silpa Park Kondapur,1472.0,1.0,0,1,0,0,0
8077,70.0,hyderabad,0.8333333333333334,1,-1,2,0,-1,-1,2.0,"Hyder Nagar, NH 9",920.0,5.0,0,0,0,0,0
8078,,hyderabad,1.0,1,-1,2,1,-1,-1,2.0,"APHB Singapore Township Ghatkesar, NH 2 2",1136.0,4.0,0,0,0,0,0
8079,81.0,hyderabad,0.6,0,-1,3,1,-1,-1,3.0,SKYLINE RESIDENCY Hyderabad,1000.0,3.0,0,0,0,0,0
8080,107.0,hyderabad,0.8,1,0,3,2,1,0,3.0,Silicon Ridge Attapur,1700.0,4.0,0,1,0,0,0
8081,90.0,hyderabad,0.5,0,-1,3,1,-1,-1,3.0,Saidabad,1602.0,3.0,0,0,0,0,0
8082,93.0,hyderabad,,0,-1,3,0,1,-1,3.0,"Empire Meadows Miyapur, NH 9",1272.0,,1,0,0,0,0
8083,60.0,hyderabad,0.6666666666666666,0,-1,2,2,-1,-1,3.0,"Kollur, Outer Ring Road",1200.0,10.0,0,0,0,0,0
8084,67.9,hyderabad,0.4,0,90,2,0,-1,-1,2.0,"Alkapur Township, Manikonda, Outer Ring Road",880.0,2.0,0,0,1,0,0
8085,52.0,hyderabad,,-1,-1,0,0,-1,-1,2.0,ELV Glory Heights Bandlaguda Jagir,772.0,,0,0,0,0,0
8086,114.0,hyderabad,0.8,1,-1,3,0,-1,-1,3.0,"Incor Bonsai Homes Tellapur, Outer Ring Road",1512.8,4.0,0,0,0,0,0
8087,576.0,hyderabad,,0,-1,3,0,1,0,3.0,Mailardevpally,1360.0,,1,0,0,0,0
8088,47.8,hyderabad,0.6,0,-1,2,1,-1,-1,3.0,"Sivah Chapter One Kukatpally, NH 9",956.0,3.0,1,0,0,0,0
8089,35.0,hyderabad,1.0,0,270,2,1,-1,0,2.0,North Lalaguda,770.0,2.0,0,0,0,0,0
8090,398.0,hyderabad,0.5,1,0,4,1,1,0,4.0,Kakatiya Hills Vasanth Nagar Colony,3600.0,2.0,1,1,0,0,0
8091,55.0,hyderabad,0.5,0,-1,2,0,-1,-1,2.0,"BK Guda, Sanjeeva Reddy Nagar, NH 9",950.0,1.0,0,0,0,0,0
8092,56.0,hyderabad,0.5,0,-1,2,1,-1,-1,2.0,Saket Kosala Kapra,960.0,2.0,0,0,0,0,0
8093,,hyderabad,0.6,2,180,3,3,-1,0,3.0,Puppalguda Puppalguda,1175.0,3.0,0,0,0,0,0
8094,140.0,hyderabad,0.4,1,90,3,2,-1,0,3.0,Manikonda Jagir,1700.0,2.0,0,0,1,0,0
8095,158.0,hyderabad,0.1,0,90,3,1,1,0,3.0,"Lansum Eden Gardens CMC Enclave, Kondapur",1323.0,1.0,1,1,1,0,0
8096,69.0,hyderabad,1.0,2,90,2,1,1,0,2.0,Sanjanas Courtyard Kandlakoya,956.0,5.0,0,1,0,0,0
8097,,hyderabad,0.4,1,-1,3,0,-1,-1,2.0,Seethaphalmandi,720.0,2.0,0,0,0,0,0
8098,68.1,hyderabad,0.4,0,270,2,2,1,0,2.0,NLC Aadya Ameenpur,233.0,2.0,1,0,1,0,0
8099,60.0,hyderabad,0.4444444444444444,1,270,2,0,1,0,2.0,VSS Nandadeep Bowenpally,1000.0,4.0,0,0,1,0,0
8100,47.0,hyderabad,0.2,0,90,2,1,-1,0,2.0,Parijatha Pride Shamirpet,1000.0,1.0,0,0,1,0,1
8101,240.0,hyderabad,0.6153846153846154,0,90,3,1,1,0,3.0,SMR Vinay Iconia Kondapur,1830.0,16.0,1,1,1,0,0
8102,398.0,hyderabad,0.75,1,0,4,1,1,0,4.0,Kakatiya Hills Vasanth Nagar Colony,3600.0,3.0,1,1,0,0,0
8103,630.0,hyderabad,0.3428571428571429,2,270,4,2,1,0,3.0,My Home Bhooja Hitech City,2076.0,12.0,0,1,1,0,1
8104,40.0,hyderabad,1.0,0,-1,2,2,1,0,2.0,"Chaitanyapuri, Kothapet",688.0,5.0,0,0,0,0,0
8105,398.0,hyderabad,0.25,1,0,4,1,1,0,4.0,Kakatiya Hills Vasanth Nagar Colony,3600.0,1.0,1,1,0,0,0
8106,120.0,hyderabad,0.2,1,-1,3,0,-1,-1,3.0,Silpa Park Kondapur,1472.0,1.0,0,1,0,0,0
8107,70.0,hyderabad,0.8333333333333334,1,-1,2,0,-1,-1,2.0,"Hyder Nagar, NH 9",920.0,5.0,0,0,0,0,0
8108,,hyderabad,1.0,1,-1,2,1,-1,-1,2.0,"APHB Singapore Township Ghatkesar, NH 2 2",1136.0,4.0,0,0,0,0,0
8109,81.0,hyderabad,0.6,0,-1,3,1,-1,-1,3.0,SKYLINE RESIDENCY Hyderabad,1000.0,3.0,0,0,0,0,0
8110,107.0,hyderabad,0.8,1,0,3,2,1,0,3.0,Silicon Ridge Attapur,1700.0,4.0,0,1,0,0,0
8111,90.0,hyderabad,0.5,0,-1,3,1,-1,-1,3.0,Saidabad,1602.0,3.0,0,0,0,0,0
8112,93.0,hyderabad,,0,-1,3,0,1,-1,3.0,"Empire Meadows Miyapur, NH 9",1272.0,,1,0,0,0,0
